Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,Policy Tenure,Policy Tenure Buckets
POL69073858,Life,139875,1165.73,43177,44068,Monthly,Lapsed,CUST89250160,891,<4 years
POL37924331,Life,331802,1989.97,43738,45287,Quarterly,Active,CUST05146543,1549,<6 years
POL43127976,Property,39565,524.22,45199,46717,Monthly,Terminated,CUST64434702,1518,<6 years
POL29336617,Life,489961,1811.92,43633,44132,Monthly,Active,CUST43641609,499,<2 years
POL83145179,Health,414421,282.26,44859,46044,Quarterly,Active,CUST85015707,1185,<4 years
POL75352154,Property,37893,1681.23,45427,47772,Quarterly,Lapsed,CUST82890521,2345,<8 years
POL17421087,Property,419855,1723.1,43231,46593,Annually,Terminated,CUST60130955,3362,>8yrs
POL77086340,Property,93275,1528.27,43726,46170,Annually,Lapsed,CUST87334402,2444,<8 years
POL63778192,Health,353620,1651.4,43159,44458,Quarterly,Active,CUST51074032,1299,<4 years
POL35541554,Auto,29680,230.26,44565,47571,Quarterly,Active,CUST38035904,3006,>8yrs
POL43027986,Health,214991,1684.83,44734,45405,Quarterly,Terminated,CUST70887355,671,<2 years
POL92525583,Life,249347,489.48,44067,47212,Monthly,Active,CUST06052485,3145,>8yrs
POL62259131,Life,112795,1819.07,42859,43452,Monthly,Lapsed,CUST48638550,593,<2 years
POL54226110,Property,135959,961.37,44887,47254,Quarterly,Active,CUST12032876,2367,<8 years
POL76710986,Life,225740,742.55,43116,46626,Annually,Lapsed,CUST00428034,3510,>8yrs
POL18290935,Life,269416,1636.06,44703,47589,Quarterly,Lapsed,CUST16983930,2886,<8 years
POL05034207,Auto,208708,1025.01,44975,46407,Quarterly,Terminated,CUST47568893,1432,<4 years
POL81521713,Life,468815,278.72,44842,46285,Monthly,Lapsed,CUST68869346,1443,<4 years
POL11435433,Auto,368383,1984.37,43985,46395,Monthly,Lapsed,CUST38797064,2410,<8 years
POL70589278,Auto,195714,1124.93,44009,44907,Annually,Terminated,CUST28392965,898,<4 years
POL23193106,Life,394627,227.84,42747,45334,Quarterly,Active,CUST46531153,2587,<8 years
POL96147285,Auto,244613,308.58,43705,46371,Annually,Terminated,CUST51678763,2666,<8 years
POL40212338,Auto,468634,1943.69,42980,44623,Annually,Active,CUST37031571,1643,<6 years
POL36802897,Life,19303,1951.17,43898,47443,Quarterly,Active,CUST68736069,3545,>8yrs
POL45419104,Property,130389,1983.88,43068,45969,Monthly,Terminated,CUST49906214,2901,<8 years
POL98813677,Life,226048,795.47,42234,45515,Monthly,Lapsed,CUST41670618,3281,>8yrs
POL40028433,Property,88082,1630.64,44125,47604,Monthly,Active,CUST05013566,3479,>8yrs
POL59298156,Health,400265,1515.79,44185,46104,Quarterly,Active,CUST30299611,1919,<6 years
POL78634856,Auto,13245,996.96,43502,43955,Monthly,Lapsed,CUST76917791,453,<2 years
POL32067182,Auto,474017,1155.42,42815,43924,Monthly,Lapsed,CUST25235794,1109,<4 years
POL97015902,Life,45926,1735,44734,47153,Quarterly,Terminated,CUST82315883,2419,<8 years
POL01434989,Health,138503,351.11,43978,44975,Annually,Terminated,CUST58712853,997,<4 years
POL02157251,Property,42294,1016.68,42084,45102,Annually,Terminated,CUST33229536,3018,>8yrs
POL04717815,Auto,440859,586.84,42409,44739,Quarterly,Active,CUST28840291,2330,<8 years
POL00829050,Auto,243377,1668.82,43153,46243,Monthly,Lapsed,CUST56211642,3090,>8yrs
POL98604785,Health,343578,1738.7,44435,46016,Annually,Active,CUST74415498,1581,<6 years
POL88842514,Property,242035,1065.12,43530,46489,Monthly,Active,CUST22689401,2959,>8yrs
POL76182613,Auto,104385,779.44,42185,45753,Quarterly,Active,CUST23186598,3568,>8yrs
POL86384869,Health,144771,797.18,43062,46249,Quarterly,Terminated,CUST19811172,3187,>8yrs
POL84123482,Health,20102,1922.33,42130,44529,Quarterly,Active,CUST77150362,2399,<8 years
POL23562501,Life,15883,170.55,42930,45799,Monthly,Terminated,CUST56211642,2869,<8 years
POL48245779,Property,165993,690.79,42468,44982,Annually,Lapsed,CUST48116987,2514,<8 years
POL61900129,Health,156973,965.75,43762,45919,Annually,Terminated,CUST86351022,2157,<6 years
POL48633548,Health,233656,1231.37,45392,48651,Quarterly,Terminated,CUST67358602,3259,>8yrs
POL79940322,Life,325033,1307.81,45408,47233,Annually,Lapsed,CUST91336546,1825,<6 years
POL04511784,Auto,440236,586.64,45460,46746,Quarterly,Lapsed,CUST56753771,1286,<4 years
POL86724189,Auto,42702,1698.24,44310,46445,Annually,Lapsed,CUST68281778,2135,<6 years
POL71033011,Property,51479,929.96,44690,45655,Monthly,Terminated,CUST59334083,965,<4 years
POL85605519,Auto,238051,1108.64,44902,48371,Quarterly,Terminated,CUST91280167,3469,>8yrs
POL74831187,Property,241123,992.38,45542,46194,Quarterly,Terminated,CUST81463736,652,<2 years
POL20532227,Health,395705,399.13,45499,48011,Quarterly,Lapsed,CUST57245490,2512,<8 years
POL21319320,Auto,403366,1551.73,43041,44501,Annually,Lapsed,CUST51598236,1460,<4 years
POL75362203,Health,56627,1448.26,42347,44858,Monthly,Terminated,CUST97726267,2511,<8 years
POL16340905,Auto,52223,1782.26,43910,44670,Quarterly,Terminated,CUST71555564,760,<4 years
POL78880767,Property,228219,1958.12,42548,43048,Monthly,Terminated,CUST99468207,500,<2 years
POL36025605,Auto,228030,226.82,43570,44662,Monthly,Active,CUST12356539,1092,<4 years
POL59624459,Auto,407423,387.92,44940,46893,Quarterly,Active,CUST32454205,1953,<6 years
POL67368474,Property,471245,1572.15,44968,47801,Annually,Active,CUST20529547,2833,<8 years
POL73942223,Life,482104,1646.7,42462,44688,Quarterly,Terminated,CUST97126861,2226,<8 years
POL07805552,Health,475069,275.47,43816,46914,Annually,Terminated,CUST04740255,3098,>8yrs
POL44809724,Auto,486127,1665.58,42097,44741,Quarterly,Lapsed,CUST29404230,2644,<8 years
POL98234290,Health,424691,1286.53,42877,46450,Quarterly,Lapsed,CUST33648475,3573,>8yrs
POL95715427,Property,329152,1935.18,44042,46319,Quarterly,Active,CUST94738616,2277,<8 years
POL14765103,Life,221346,1562.37,43885,47533,Annually,Lapsed,CUST36078159,3648,>8yrs
POL20442417,Auto,414287,1834.74,44556,47654,Monthly,Lapsed,CUST01863550,3098,>8yrs
POL91286503,Property,303843,811.94,45010,46521,Monthly,Active,CUST74736426,1511,<6 years
POL01605607,Property,191192,871.39,44850,47651,Annually,Terminated,CUST93161097,2801,<8 years
POL47675445,Life,46913,1507.31,42182,44293,Annually,Lapsed,CUST68846653,2111,<6 years
POL08617665,Life,357011,730.42,42562,44112,Quarterly,Lapsed,CUST86652981,1550,<6 years
POL13704102,Property,228947,1250.65,44030,47131,Quarterly,Lapsed,CUST45257347,3101,>8yrs
POL56720424,Health,287023,776.56,45194,46670,Annually,Lapsed,CUST88009581,1476,<6 years
POL52358331,Auto,331163,639.27,45002,47314,Quarterly,Lapsed,CUST20921135,2312,<8 years
POL26714867,Auto,337408,1161.38,44766,47330,Quarterly,Lapsed,CUST32157622,2564,<8 years
POL96408694,Health,163191,723.4,44444,46865,Annually,Lapsed,CUST91459619,2421,<8 years
POL21669788,Property,31997,1802.15,43764,44603,Monthly,Terminated,CUST37359832,839,<4 years
POL60705643,Health,487639,255.58,42132,44664,Annually,Lapsed,CUST80027772,2532,<8 years
POL70229811,Health,389191,1179.55,45399,47197,Monthly,Lapsed,CUST19195679,1798,<6 years
POL19452120,Life,61198,1878.79,43163,45423,Annually,Terminated,CUST79978670,2260,<8 years
POL73218489,Health,304863,1554.94,45338,46354,Annually,Lapsed,CUST37900794,1016,<4 years
POL31435265,Health,189439,1946.05,42539,43789,Monthly,Terminated,CUST69980952,1250,<4 years
POL88789148,Auto,270212,809.36,44621,46584,Annually,Active,CUST86867912,1963,<6 years
POL64141969,Property,137551,1300.3,42821,44723,Quarterly,Active,CUST01001245,1902,<6 years
POL31363009,Life,344240,852.36,44372,44821,Annually,Terminated,CUST59014511,449,<2 years
POL84868487,Property,391619,788.66,44064,45354,Quarterly,Active,CUST63815413,1290,<4 years
POL62539686,Property,362011,1038.54,44326,45248,Monthly,Terminated,CUST63020146,922,<4 years
POL51236806,Auto,236583,1086.27,43679,47039,Monthly,Active,CUST19204140,3360,>8yrs
POL30197318,Health,62591,819.59,43073,46082,Annually,Lapsed,CUST50493367,3009,>8yrs
POL97865190,Life,454722,463.41,42303,43186,Quarterly,Lapsed,CUST33962049,883,<4 years
POL38512389,Health,345743,1259.81,42418,44598,Monthly,Active,CUST45173890,2180,<6 years
POL14455215,Health,163241,1423.99,44213,46118,Monthly,Lapsed,CUST83057986,1905,<6 years
POL42267896,Auto,365710,520.37,44743,48229,Quarterly,Active,CUST61706207,3486,>8yrs
POL29424100,Life,265619,740.04,42067,42992,Annually,Active,CUST11501139,925,<4 years
POL53549003,Life,340454,476.82,44168,47206,Quarterly,Terminated,CUST47448114,3038,>8yrs
POL54969569,Auto,42367,1516.1,43723,47338,Annually,Active,CUST17011157,3615,>8yrs
POL07284415,Auto,185232,287.54,44968,48441,Quarterly,Active,CUST46516721,3473,>8yrs
POL21287950,Property,224757,1108.09,44946,48085,Annually,Active,CUST37390566,3139,>8yrs
POL15359444,Life,294769,1229.77,44371,46040,Monthly,Active,CUST81146661,1669,<6 years
POL66244009,Property,360911,1840.32,43256,44081,Quarterly,Terminated,CUST18907875,825,<4 years
POL40611534,Property,355093,604.17,43588,45274,Quarterly,Lapsed,CUST32236414,1686,<6 years
POL77001429,Property,470305,1498.57,43776,45248,Quarterly,Active,CUST30654514,1472,<6 years
POL40759511,Property,225190,534.89,44189,44913,Annually,Terminated,CUST86615154,724,<2 years
POL14591104,Life,391988,661.38,42360,45023,Quarterly,Active,CUST71215012,2663,<8 years
POL66438707,Auto,433301,1324.12,42679,46171,Monthly,Lapsed,CUST87522482,3492,>8yrs
POL76172999,Life,248155,1412.23,43199,44481,Annually,Terminated,CUST64085031,1282,<4 years
POL67720280,Auto,43275,862.99,44251,47810,Annually,Terminated,CUST28975795,3559,>8yrs
POL14355937,Health,120124,553.28,42334,45058,Monthly,Active,CUST95377392,2724,<8 years
POL29498988,Life,224993,1910.14,42839,44361,Monthly,Lapsed,CUST66232963,1522,<6 years
POL61315068,Property,175289,315.09,43724,44252,Annually,Lapsed,CUST31631183,528,<2 years
POL65528035,Property,309801,564.19,42787,43467,Quarterly,Terminated,CUST20186186,680,<2 years
POL65618353,Auto,224578,159.69,42382,45277,Quarterly,Terminated,CUST24435883,2895,<8 years
POL96058521,Property,34948,526.21,42317,44970,Quarterly,Lapsed,CUST39372490,2653,<8 years
POL67127779,Property,233093,1212.78,42251,44468,Annually,Active,CUST53171437,2217,<8 years
POL61445310,Life,302693,1847.82,44233,44759,Annually,Terminated,CUST63724678,526,<2 years
POL67671922,Life,290876,1951.29,42344,45323,Quarterly,Active,CUST08168341,2979,>8yrs
POL18309119,Health,297065,106.34,42555,43657,Quarterly,Lapsed,CUST28996576,1102,<4 years
POL28992652,Property,396251,1929.51,42097,45162,Quarterly,Active,CUST26587958,3065,>8yrs
POL67637922,Property,21841,1160.74,43988,44388,Annually,Active,CUST00900820,400,<2 years
POL75124979,Health,382117,1146.3,45048,45824,Quarterly,Terminated,CUST29309248,776,<4 years
POL25201250,Health,300347,1721.06,43752,47400,Quarterly,Terminated,CUST18765344,3648,>8yrs
POL36178860,Property,423501,533.41,44036,45382,Monthly,Active,CUST02347590,1346,<4 years
POL96864283,Property,306076,1250.14,44094,45425,Annually,Active,CUST27496590,1331,<4 years
POL30587921,Life,362533,1974.61,42538,43579,Monthly,Terminated,CUST41142987,1041,<4 years
POL22529514,Health,435118,1113.81,43026,45345,Quarterly,Lapsed,CUST83922513,2319,<8 years
POL96516008,Auto,458895,1844.54,45230,47935,Annually,Active,CUST25676469,2705,<8 years
POL68934095,Health,373898,437.04,44484,47814,Quarterly,Active,CUST89223085,3330,>8yrs
POL69146247,Auto,145752,1131.9,45123,47596,Annually,Lapsed,CUST42798343,2473,<8 years
POL85269593,Life,30906,1706.92,42302,43352,Annually,Active,CUST66474083,1050,<4 years
POL93482560,Life,158986,1007.6,44291,47929,Annually,Lapsed,CUST89101661,3638,>8yrs
POL59942075,Health,76004,1934.4,42524,45470,Annually,Lapsed,CUST32114499,2946,>8yrs
POL20216032,Property,254746,1045.2,44964,48533,Monthly,Active,CUST26743868,3569,>8yrs
POL78697051,Life,454688,307.24,45526,46390,Quarterly,Lapsed,CUST88244823,864,<4 years
POL89297739,Life,349813,1215.05,43605,44131,Quarterly,Terminated,CUST82932140,526,<2 years
POL60364364,Auto,487086,915.07,44834,47753,Quarterly,Lapsed,CUST45636875,2919,<8 years
POL54717291,Life,34148,538.49,44776,45935,Quarterly,Active,CUST96159281,1159,<4 years
POL00366536,Health,146136,1864.68,44372,45915,Monthly,Active,CUST61923494,1543,<6 years
POL93538870,Life,322406,1183.28,43738,45857,Annually,Terminated,CUST29250902,2119,<6 years
POL23210845,Health,133414,1874.53,45350,46567,Monthly,Terminated,CUST96536738,1217,<4 years
POL46517848,Property,56093,1753.75,42131,44906,Annually,Terminated,CUST05051323,2775,<8 years
POL40234969,Health,235985,1308.12,42029,43278,Annually,Terminated,CUST96951275,1249,<4 years
POL69754204,Property,231815,1528.94,42664,43030,Annually,Terminated,CUST68876572,366,<2 years
POL10073827,Life,408119,1173.31,44635,47267,Annually,Active,CUST52258185,2632,<8 years
POL30887755,Property,323791,199.98,43557,45670,Monthly,Terminated,CUST67943535,2113,<6 years
POL49795535,Life,271157,323.99,44995,45405,Annually,Active,CUST63812889,410,<2 years
POL90223289,Auto,205730,1625.63,45622,47375,Annually,Lapsed,CUST95152808,1753,<6 years
POL27274188,Auto,379322,484.4,42613,45209,Annually,Terminated,CUST86816648,2596,<8 years
POL46676491,Property,370785,186.29,42197,45798,Annually,Terminated,CUST17383720,3601,>8yrs
POL86778558,Property,221641,1755.02,42754,44608,Monthly,Active,CUST25671537,1854,<6 years
POL81385184,Life,201602,1732.07,42302,43714,Quarterly,Active,CUST93161097,1412,<4 years
POL27482488,Property,52783,1317.06,42197,45475,Annually,Lapsed,CUST13430900,3278,>8yrs
POL50194049,Health,246750,361.86,43929,45690,Monthly,Terminated,CUST22490537,1761,<6 years
POL20586983,Life,150196,269.06,42775,45332,Quarterly,Lapsed,CUST16863839,2557,<8 years
POL25304698,Property,303383,1141.11,42960,46420,Quarterly,Lapsed,CUST31049765,3460,>8yrs
POL41496276,Property,88711,1742.36,42529,44901,Annually,Terminated,CUST22118188,2372,<8 years
POL12907271,Property,327173,706.44,44920,48207,Annually,Terminated,CUST32700823,3287,>8yrs
POL96746963,Auto,65835,1586.65,43880,46047,Quarterly,Lapsed,CUST84858008,2167,<6 years
POL75478196,Property,220170,1154.43,45023,47136,Annually,Active,CUST64682584,2113,<6 years
POL88242759,Health,271926,230.8,42852,44498,Monthly,Lapsed,CUST08387752,1646,<6 years
POL28656372,Property,345085,1104.95,45440,47852,Monthly,Terminated,CUST08154097,2412,<8 years
POL92941554,Life,209597,1659.06,44966,47455,Monthly,Terminated,CUST10552184,2489,<8 years
POL42603948,Health,298619,1673.89,45278,46665,Quarterly,Active,CUST64482109,1387,<4 years
POL30804068,Life,434911,445.35,42637,45039,Quarterly,Lapsed,CUST47582904,2402,<8 years
POL96558209,Auto,254781,1670.8,42396,43295,Quarterly,Active,CUST05897242,899,<4 years
POL84343531,Auto,349322,495.45,44147,47180,Monthly,Lapsed,CUST42777695,3033,>8yrs
POL20890655,Auto,272119,1307.56,44240,47483,Annually,Lapsed,CUST14953772,3243,>8yrs
POL31763901,Auto,171473,897.33,42406,43072,Monthly,Active,CUST85581495,666,<2 years
POL88518206,Auto,450291,1825.65,45006,47196,Quarterly,Terminated,CUST49376374,2190,<6 years
POL20430828,Life,135119,1342.94,43443,44259,Monthly,Terminated,CUST06926508,816,<4 years
POL33767169,Auto,292971,1055.61,44373,45705,Annually,Lapsed,CUST18765344,1332,<4 years
POL30038118,Life,439468,321.28,43435,44647,Monthly,Terminated,CUST67038482,1212,<4 years
POL62289648,Health,71432,379.21,45435,46315,Quarterly,Active,CUST39001919,880,<4 years
POL21715580,Life,333525,1914.35,43833,47234,Annually,Terminated,CUST21424834,3401,>8yrs
POL41037493,Health,112193,679.6,43164,43878,Quarterly,Lapsed,CUST22335312,714,<2 years
POL55128968,Auto,210704,245.88,45540,46791,Annually,Lapsed,CUST79383749,1251,<4 years
POL47956526,Property,116269,1057.17,45242,45795,Quarterly,Terminated,CUST34044455,553,<2 years
POL03235385,Property,105032,727.74,45344,48638,Annually,Lapsed,CUST73711975,3294,>8yrs
POL52722786,Life,184691,499.25,43864,47198,Annually,Active,CUST98994950,3334,>8yrs
POL25640269,Life,126731,738.55,44423,45657,Quarterly,Active,CUST43023655,1234,<4 years
POL53561302,Property,91477,1956.72,43407,46017,Annually,Lapsed,CUST84093200,2610,<8 years
POL52255059,Property,486647,230.08,43124,45171,Monthly,Terminated,CUST54690850,2047,<6 years
POL84230041,Property,177246,1333.29,45097,47475,Quarterly,Lapsed,CUST97526474,2378,<8 years
POL96903028,Life,123036,1609.3,42384,45847,Monthly,Lapsed,CUST69457285,3463,>8yrs
POL73079517,Health,488945,907.24,45573,46859,Monthly,Terminated,CUST89659415,1286,<4 years
POL19011462,Property,384067,1521,43848,44623,Monthly,Terminated,CUST93655605,775,<4 years
POL54706486,Auto,126903,573.07,42845,46366,Monthly,Terminated,CUST14676481,3521,>8yrs
POL43678761,Health,155638,1212.26,42486,44093,Annually,Active,CUST03874304,1607,<6 years
POL83977017,Auto,249865,882.2,43601,45396,Monthly,Lapsed,CUST60237755,1795,<6 years
POL71400772,Health,44504,1385.75,45439,47318,Annually,Lapsed,CUST41801829,1879,<6 years
POL58601836,Property,241257,407.29,44970,47754,Monthly,Active,CUST17787169,2784,<8 years
POL83778109,Life,373338,526.88,43424,46225,Annually,Active,CUST52851717,2801,<8 years
POL38146133,Property,58188,360.94,44203,46114,Quarterly,Active,CUST63841241,1911,<6 years
POL14796565,Auto,171785,913.38,42665,45731,Monthly,Terminated,CUST31812391,3066,>8yrs
POL96087184,Health,369027,340.05,42242,43278,Annually,Lapsed,CUST58368389,1036,<4 years
POL79057725,Life,379889,1898.95,45116,46867,Quarterly,Lapsed,CUST67929017,1751,<6 years
POL62029185,Auto,315109,573.41,44166,46222,Monthly,Lapsed,CUST90806547,2056,<6 years
POL19136648,Auto,319402,834.19,43994,46461,Quarterly,Active,CUST88124412,2467,<8 years
POL35014451,Health,361787,1255.99,44416,47765,Monthly,Active,CUST52851717,3349,>8yrs
POL08154404,Health,179446,1428.7,44317,46704,Monthly,Active,CUST01201519,2387,<8 years
POL02976851,Property,233166,425.24,45009,45500,Quarterly,Lapsed,CUST34283335,491,<2 years
POL15219398,Health,113105,1851.53,44254,45542,Monthly,Active,CUST16857555,1288,<4 years
POL02004502,Auto,293668,1951.42,43932,46580,Monthly,Active,CUST68846653,2648,<8 years
POL68075927,Life,188294,1017.07,43194,46413,Quarterly,Active,CUST53295282,3219,>8yrs
POL18418327,Auto,51703,1675.8,42459,43922,Quarterly,Lapsed,CUST10684171,1463,<6 years
POL88521632,Health,280862,438.96,44114,46718,Monthly,Active,CUST41800425,2604,<8 years
POL37930238,Life,33743,1454.74,42061,43290,Annually,Terminated,CUST63174810,1229,<4 years
POL31985660,Health,92197,1844.52,42559,44222,Annually,Lapsed,CUST90162029,1663,<6 years
POL91400674,Auto,495456,1677.08,43215,44792,Annually,Lapsed,CUST62754847,1577,<6 years
POL81031536,Health,214241,224.52,43414,44425,Quarterly,Lapsed,CUST61593818,1011,<4 years
POL29611472,Health,55341,509.76,44925,46728,Monthly,Lapsed,CUST90375310,1803,<6 years
POL00098040,Property,203852,1341.53,42957,46244,Quarterly,Active,CUST35741824,3287,>8yrs
POL40675143,Life,390840,254.3,44063,45482,Annually,Terminated,CUST86827517,1419,<4 years
POL89307610,Property,30323,1772.81,44164,45493,Monthly,Active,CUST79268365,1329,<4 years
POL60446512,Property,121529,1999.22,42060,45446,Annually,Lapsed,CUST34283335,3386,>8yrs
POL05732991,Health,20567,921.35,43671,46336,Monthly,Terminated,CUST35441846,2665,<8 years
POL21516037,Life,480603,232.34,43012,45412,Quarterly,Terminated,CUST49356497,2400,<8 years
POL39742907,Auto,38830,1036.7,44837,45366,Annually,Lapsed,CUST98026519,529,<2 years
POL81184933,Life,51005,769.64,44418,46307,Monthly,Terminated,CUST07265929,1889,<6 years
POL17133126,Life,381095,1194.93,43069,44561,Quarterly,Terminated,CUST72660473,1492,<6 years
POL67018268,Auto,231783,1037.01,44500,47686,Monthly,Terminated,CUST72362587,3186,>8yrs
POL45309482,Life,396921,671.3,45136,47105,Annually,Active,CUST83422531,1969,<6 years
POL74252623,Property,250590,1985.46,44982,47580,Quarterly,Active,CUST87469836,2598,<8 years
POL39439149,Life,359451,476.46,42186,45206,Monthly,Lapsed,CUST57301590,3020,>8yrs
POL85778451,Life,300566,503.39,42403,43652,Annually,Active,CUST27430641,1249,<4 years
POL32471473,Auto,363471,171.8,44979,46740,Quarterly,Active,CUST98158624,1761,<6 years
POL17218507,Health,357110,710.59,44485,46812,Quarterly,Terminated,CUST22683788,2327,<8 years
POL38618818,Life,279706,416.06,43900,46500,Annually,Active,CUST41066153,2600,<8 years
POL87833198,Property,264027,1158.47,44435,46085,Quarterly,Terminated,CUST59780961,1650,<6 years
POL27486372,Property,147188,1130.67,43689,46457,Monthly,Active,CUST39448165,2768,<8 years
POL41321341,Property,158907,1044.54,44694,45500,Annually,Lapsed,CUST86060743,806,<4 years
POL23863946,Property,377718,1498.68,44422,47473,Monthly,Terminated,CUST60827888,3051,>8yrs
POL36453165,Health,480586,555.09,42049,44355,Annually,Terminated,CUST90183545,2306,<8 years
POL58976794,Life,112099,1505.37,42102,43413,Annually,Lapsed,CUST61187078,1311,<4 years
POL00118999,Property,414053,1821.68,43737,44744,Monthly,Lapsed,CUST24733880,1007,<4 years
POL35077867,Health,258434,1529.9,42245,43272,Annually,Active,CUST58105765,1027,<4 years
POL62171189,Property,297877,1285.01,45243,46693,Annually,Terminated,CUST80872989,1450,<4 years
POL78699699,Health,480615,1411.92,43191,43604,Quarterly,Terminated,CUST14656819,413,<2 years
POL73601567,Auto,163841,1755.13,42987,43441,Quarterly,Active,CUST97878610,454,<2 years
POL83104314,Property,89341,369.73,42565,43877,Monthly,Active,CUST32000469,1312,<4 years
POL02082012,Property,248305,911.99,42433,43318,Quarterly,Lapsed,CUST41303481,885,<4 years
POL31666008,Health,318866,530.44,44480,46420,Monthly,Lapsed,CUST53482350,1940,<6 years
POL11983298,Health,413298,1612.31,43345,45387,Quarterly,Lapsed,CUST77682848,2042,<6 years
POL89029482,Life,78739,733.13,44963,46289,Quarterly,Terminated,CUST45352096,1326,<4 years
POL53158562,Life,432172,538.15,42469,43202,Monthly,Lapsed,CUST80178373,733,<4 years
POL97641219,Life,254068,1682.99,42881,43705,Annually,Terminated,CUST56330515,824,<4 years
POL12964771,Property,308658,764.61,43277,45359,Monthly,Lapsed,CUST12400861,2082,<6 years
POL88689818,Life,277881,1803,44571,47498,Annually,Lapsed,CUST76193646,2927,>8yrs
POL87067112,Health,416237,637.85,42049,45243,Monthly,Terminated,CUST87049425,3194,>8yrs
POL10286073,Life,198538,933.48,42284,44724,Annually,Lapsed,CUST79033345,2440,<8 years
POL45751576,Auto,310661,181.25,45542,46134,Monthly,Lapsed,CUST24431344,592,<2 years
POL10282211,Health,440022,1352.04,43936,47461,Quarterly,Active,CUST97427667,3525,>8yrs
POL95945115,Health,67210,1242.82,45333,48160,Monthly,Terminated,CUST18647774,2827,<8 years
POL56070761,Health,86464,1786.35,45395,46052,Quarterly,Terminated,CUST17748712,657,<2 years
POL20898219,Property,467456,271.85,44982,45463,Monthly,Active,CUST58477431,481,<2 years
POL67718623,Life,168980,1603.36,42801,43467,Monthly,Terminated,CUST66213193,666,<2 years
POL85323496,Health,214643,312,45149,47819,Quarterly,Active,CUST17994890,2670,<8 years
POL98380131,Auto,343881,195.81,43300,46819,Monthly,Active,CUST79953424,3519,>8yrs
POL97760999,Property,226849,632.19,45627,46386,Monthly,Lapsed,CUST25703315,759,<4 years
POL00966757,Health,296085,1115.5,45137,47391,Annually,Active,CUST12400012,2254,<8 years
POL40722779,Life,265753,872.92,43769,44477,Annually,Active,CUST26137895,708,<2 years
POL87901583,Health,229576,134.22,43842,47140,Monthly,Active,CUST34007755,3298,>8yrs
POL30115645,Health,379691,1616.95,42865,43407,Annually,Terminated,CUST98059607,542,<2 years
POL38850914,Auto,19276,465.68,44851,47343,Monthly,Active,CUST27802626,2492,<8 years
POL28044403,Auto,496417,1686.7,44271,45583,Quarterly,Terminated,CUST59420580,1312,<4 years
POL47455160,Auto,76423,1773.81,43057,46343,Quarterly,Active,CUST78396108,3286,>8yrs
POL24535727,Auto,141838,120.88,43681,45971,Quarterly,Active,CUST53636696,2290,<8 years
POL80084188,Life,477917,876.37,44171,45908,Monthly,Active,CUST20186186,1737,<6 years
POL86311046,Health,460823,1994.57,43316,44647,Monthly,Lapsed,CUST58368389,1331,<4 years
POL03884605,Health,409346,1988.3,44845,47368,Annually,Lapsed,CUST98959709,2523,<8 years
POL37303684,Property,364206,490.22,43871,44375,Monthly,Active,CUST29805169,504,<2 years
POL77070013,Auto,443803,397.52,43617,44274,Monthly,Terminated,CUST13939283,657,<2 years
POL07540260,Health,418521,500.8,43529,44474,Monthly,Active,CUST12875579,945,<4 years
POL18985962,Property,324370,696,43657,45812,Annually,Active,CUST12307049,2155,<6 years
POL61786939,Health,38153,546.55,43319,46161,Quarterly,Terminated,CUST64300710,2842,<8 years
POL06987694,Health,139829,560.09,45275,47880,Annually,Lapsed,CUST75103337,2605,<8 years
POL21410812,Life,187130,675.87,42682,43893,Annually,Active,CUST42778999,1211,<4 years
POL48634910,Life,304944,435.95,43198,44384,Quarterly,Terminated,CUST34068296,1186,<4 years
POL99936607,Auto,396888,1680.94,42968,46094,Monthly,Active,CUST02686696,3126,>8yrs
POL55377332,Health,65291,817.15,44829,47292,Annually,Lapsed,CUST47228790,2463,<8 years
POL09053359,Life,173376,1048,43037,45213,Monthly,Active,CUST90920433,2176,<6 years
POL26420272,Life,18167,418.42,43176,45020,Annually,Lapsed,CUST94024764,1844,<6 years
POL43096448,Health,368147,1995.4,42982,44509,Monthly,Lapsed,CUST95330608,1527,<6 years
POL45440962,Health,15540,1467.13,42324,43732,Annually,Lapsed,CUST28361361,1408,<4 years
POL89942249,Auto,63153,440.64,43493,45407,Monthly,Lapsed,CUST75615977,1914,<6 years
POL76474786,Property,381653,1614.97,44898,45635,Annually,Active,CUST55000711,737,<4 years
POL19289234,Property,401656,136.96,44899,48538,Monthly,Active,CUST84967828,3639,>8yrs
POL25546683,Auto,383672,910.89,45253,46806,Annually,Terminated,CUST40195700,1553,<6 years
POL74112485,Auto,318107,1117.56,44969,48090,Monthly,Terminated,CUST79329107,3121,>8yrs
POL63539662,Health,139819,1061.87,44936,46790,Monthly,Lapsed,CUST24806892,1854,<6 years
POL97583432,Auto,322598,983.32,42357,42861,Monthly,Active,CUST58352563,504,<2 years
POL43412607,Health,424490,838.32,42490,43579,Quarterly,Active,CUST72879222,1089,<4 years
POL20142865,Life,94851,136.81,43146,45283,Monthly,Lapsed,CUST08168341,2137,<6 years
POL12796587,Property,255584,205.43,43419,45226,Monthly,Lapsed,CUST92249874,1807,<6 years
POL78277290,Life,21818,1382.48,44018,46318,Annually,Active,CUST70668160,2300,<8 years
POL27171310,Life,187796,828,42790,45720,Annually,Active,CUST01781896,2930,>8yrs
