Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID,Claim Settlement Days,Claim Settlement Buckets
CLM04562654,44672,72991,Approved,True place sense past.,44723,POL27988636,51,<60 Days
CLM81117007,44210,84759,Denied,Born direction keep avoid low be her.,44240,POL13383594,30,<30 Days
CLM13714275,43951,92123,Denied,President face exactly group.,43974,POL38343188,23,<30 Days
CLM37302134,44822,64673,Pending,Walk south night rather else ability authority expect.,44911,POL75914495,89,<90 Days
CLM13093637,45015,11955,Denied,Issue past process show.,45094,POL92218615,79,<90 Days
CLM09432355,44036,17093,Pending,Nation skin carry apply along who price gun.,44123,POL23499238,87,<90 Days
CLM64972041,45238,67844,Pending,Least here teacher speak.,45282,POL23594772,44,<60 Days
CLM24417956,45555,3274,Pending,Place figure board edge reach oil also.,45592,POL44326317,37,<60 Days
CLM39174177,44874,58957,Pending,Style near glass decision.,44949,POL33945420,75,<90 Days
CLM77080300,44658,7565,Pending,Forget along such such civil.,44700,POL84743216,42,<60 Days
CLM48112240,45265,14183,Approved,Success individual vote worry history.,45308,POL92865559,43,<60 Days
CLM26565910,45516,32902,Denied,Office build although boy material.,45585,POL32483993,69,<90 Days
CLM48541663,44166,75813,Denied,Already always talk doctor cell.,,POL54524104,0,Not Settled
CLM59916695,43950,70495,Approved,Drop area letter.,44004,POL63927157,54,<60 Days
CLM93354501,44770,88531,Approved,Since according information.,44849,POL94943347,79,<90 Days
CLM28412481,44468,10313,Pending,International discover defense adult down case.,44546,POL31224830,78,<90 Days
CLM05857865,44130,99585,Pending,Billion military when score book century.,44168,POL90576138,38,<60 Days
CLM44839867,44050,78974,Approved,Particular six student very.,44069,POL81019998,19,<30 Days
CLM16635566,44495,88880,Denied,At seek join certain conference traditional.,44513,POL72738203,18,<30 Days
CLM76711954,44156,55155,Denied,Third rather candidate sing.,44225,POL60496337,69,<90 Days
CLM37445075,45262,27518,Denied,Local arrive exactly.,,POL71278302,0,Not Settled
CLM72474229,43829,69870,Approved,End guess if simple party.,43905,POL63446191,76,<90 Days
CLM78782675,44574,7942,Pending,Year himself federal produce yourself.,44615,POL43895814,41,<60 Days
CLM37457328,45598,75538,Approved,Fund fly size there big and exactly.,,POL39776148,0,Not Settled
CLM75792214,44072,97305,Denied,Quite technology new century.,,POL85944273,0,Not Settled
CLM66469504,44279,57608,Pending,Too example listen blue forward seven quite alone.,44289,POL78271323,10,<30 Days
CLM82846396,44539,43913,Denied,He commercial development try.,44616,POL36025605,77,<90 Days
CLM62515808,44850,89581,Pending,College set medical letter situation return high candidate.,44907,POL63440106,57,<60 Days
CLM40173095,45402,58334,Denied,Establish it clearly south join natural they.,,POL30677627,0,Not Settled
CLM28468283,44136,93350,Approved,Night admit project window.,44161,POL45321254,25,<30 Days
CLM12060498,44904,67619,Pending,Sound herself interview general their site product.,44916,POL46013781,12,<30 Days
CLM23753319,45480,29391,Denied,In two spring service line.,45570,POL12830195,90,<90 Days
CLM54116438,45262,88520,Denied,Recently every you blood skill under already.,45338,POL09189578,76,<90 Days
CLM55750646,44996,88083,Pending,Rich article people car structure yeah Democrat type.,45064,POL73436304,68,<90 Days
CLM19948552,44679,19267,Approved,Parent imagine during.,,POL00975705,0,Not Settled
CLM45521663,44353,23833,Pending,Often only always majority three someone Congress.,,POL92549260,0,Not Settled
CLM43563024,45024,70028,Pending,Word remember energy someone character hard.,,POL30102239,0,Not Settled
CLM93764684,45041,2533,Denied,Perform politics indeed receive.,45070,POL33064834,29,<30 Days
CLM58034006,44417,78370,Pending,Moment none computer area finally war individual.,44486,POL75665661,69,<90 Days
CLM96527006,44608,32479,Denied,General deep around attention.,,POL33662070,0,Not Settled
CLM98017305,44273,52269,Approved,Assume degree often bad.,44300,POL38773717,27,<30 Days
CLM51063602,44167,74112,Denied,Or drug too long same small partner.,,POL22790609,0,Not Settled
CLM03439827,44908,53050,Approved,She someone once garden positive.,,POL93990309,0,Not Settled
CLM88067200,43900,52719,Pending,Dream second modern or civil toward carry.,,POL09309739,0,Not Settled
CLM45274712,45498,43974,Approved,Field support game serve.,,POL46131890,0,Not Settled
CLM63308871,45549,40343,Pending,Visit director attention attention herself hair.,45639,POL63222732,90,<90 Days
CLM30003107,45451,84915,Pending,Capital data side partner fly.,,POL21355048,0,Not Settled
CLM79059214,45366,45259,Pending,Know push effect mother fill fine.,45431,POL95455759,65,<90 Days
CLM38319107,43943,88442,Pending,Policy analysis avoid year.,,POL08738740,0,Not Settled
CLM44357086,45024,9535,Pending,Federal five real action commercial on number.,45057,POL73016380,33,<60 Days
CLM62623855,44921,67474,Pending,Understand exactly treatment point film space party.,44985,POL42869985,64,<90 Days
CLM37793382,45619,36790,Approved,Spring get power instead thank.,45634,POL09014096,15,<30 Days
CLM70313415,44396,57765,Approved,Girl describe dinner cut.,44463,POL98380131,67,<90 Days
CLM53924248,44249,87751,Pending,You kind drive article next foot you thought.,44338,POL95930417,89,<90 Days
CLM50335000,44974,78199,Denied,Tonight some drop least suggest member.,45024,POL51057338,50,<60 Days
CLM06104996,45645,90610,Approved,Choice question produce few.,45701,POL54361849,56,<60 Days
CLM00833256,44545,80001,Denied,Study answer top yet admit money.,44570,POL30313207,25,<30 Days
CLM10031341,44269,88174,Denied,Television you take because image.,44333,POL60092587,64,<90 Days
CLM99961555,43947,63962,Denied,Base which example need.,,POL96157939,0,Not Settled
CLM26550524,44617,74778,Approved,Size hotel garden respond include first.,,POL21189445,0,Not Settled
CLM73697111,45115,85008,Approved,Month bit six raise too yet.,,POL96685286,0,Not Settled
CLM30816616,44770,49146,Approved,Movie a everybody organization east certainly tonight.,44837,POL17938396,67,<90 Days
CLM47468481,45043,31501,Approved,Majority sing director if for edge current wrong.,,POL66994083,0,Not Settled
CLM14147068,44169,20995,Denied,Choose billion five country perhaps.,44253,POL52327651,84,<90 Days
CLM63571277,43901,60449,Pending,Work these kid miss same religious season base.,43965,POL84313861,64,<90 Days
CLM80725098,44515,55131,Pending,Matter success director often.,44589,POL51866369,74,<90 Days
CLM22678358,45640,26475,Pending,Note box others idea whose.,45652,POL99509489,12,<30 Days
CLM55941504,45049,90984,Denied,Might yard moment inside seat.,,POL44317279,0,Not Settled
CLM45404266,44012,86174,Denied,Hour tree word local cold decade director.,44032,POL40483314,20,<30 Days
CLM71259647,45507,23705,Denied,Would walk law morning charge way.,45550,POL57872259,43,<60 Days
CLM68869000,44065,92642,Pending,Party soon foreign.,44081,POL09346416,16,<30 Days
CLM12128474,44081,5977,Pending,Other daughter similar help author.,44120,POL26751534,39,<60 Days
CLM55949770,45576,70895,Denied,Wonder individual himself any.,45592,POL90621293,16,<30 Days
CLM73238297,44545,57111,Pending,Any eye cup.,44585,POL31358869,40,<60 Days
CLM41450903,45500,89754,Denied,Address couple case item wide talk movement.,45582,POL06553987,82,<90 Days
CLM88935404,45465,81868,Approved,Interest health record lawyer age option free.,,POL22918011,0,Not Settled
CLM62961938,44357,88454,Approved,Serve rich unit hotel.,44421,POL32589050,64,<90 Days
CLM17895959,44981,93102,Denied,System director program teach free.,45053,POL37412181,72,<90 Days
CLM88086231,45203,84149,Pending,Case group measure statement matter.,45252,POL27310887,49,<60 Days
CLM88326030,45400,47076,Pending,Day wind first.,45455,POL36528332,55,<60 Days
CLM80451326,44936,16554,Approved,Mean establish reduce difference.,45011,POL64655567,75,<90 Days
CLM27666906,44665,49894,Denied,Baby hope range simple.,44723,POL89325440,58,<60 Days
CLM37535828,44203,22792,Approved,Carry training language explain.,44217,POL70265364,14,<30 Days
CLM89457676,45412,8859,Approved,Congress effect current point.,,POL22858712,0,Not Settled
CLM57555277,44655,24643,Denied,I sport all laugh ability understand local.,,POL52796576,0,Not Settled
CLM39362052,44328,23908,Pending,Outside couple audience property only.,44369,POL68885255,41,<60 Days
CLM50142048,44803,93016,Pending,Else manager sort other.,,POL19165656,0,Not Settled
CLM18987246,45495,44798,Denied,Quite evidence town own we week west water.,45564,POL65755562,69,<90 Days
CLM97712646,44041,48934,Approved,Role serious factor.,,POL41307729,0,Not Settled
CLM06107645,45626,5894,Denied,Difficult key score arm fact down.,45655,POL07908129,29,<30 Days
CLM00849416,45648,75366,Approved,Ago head we require.,45718,POL57458461,70,<90 Days
CLM00026828,44515,39191,Pending,Best threat discuss choice.,,POL06598618,0,Not Settled
CLM16387376,44530,61917,Pending,Father offer employee form west story affect direction.,44583,POL98348493,53,<60 Days
CLM59775985,45602,18798,Pending,Dream race international energy success so.,,POL86747748,0,Not Settled
CLM54957631,44102,65616,Approved,Very remain lay strong.,44150,POL63114558,48,<60 Days
CLM24104176,45093,46529,Denied,Leg sense war law.,45129,POL47491023,36,<60 Days
CLM17494761,44105,57376,Pending,Give possible throughout parent.,,POL14697961,0,Not Settled
CLM93487981,45265,54952,Pending,Sport beautiful fund purpose none prevent perform serious.,45329,POL74225904,64,<90 Days
CLM46843079,44150,74923,Approved,Reflect mouth director final site player dream.,44236,POL95376981,86,<90 Days
CLM94507542,45508,81314,Approved,Teach current too employee.,45593,POL96943795,85,<90 Days
CLM39693588,45563,92863,Approved,Moment way make would understand capital south.,45591,POL33352305,28,<30 Days
CLM55099967,44124,11835,Approved,Executive account four stuff food dark.,44151,POL61919833,27,<30 Days
CLM86957816,45003,33113,Denied,Television according school shake may right.,,POL23491107,0,Not Settled
CLM83880643,44573,72206,Approved,Exist fund win various.,44587,POL92941554,14,<30 Days
CLM70967512,44341,61499,Approved,Guy move test protect.,,POL89047007,0,Not Settled
CLM57990517,44331,85760,Approved,Age base pick success wear provide little lay.,44376,POL07584414,45,<60 Days
CLM85235158,44977,26761,Approved,Black budget author.,45052,POL25546683,75,<90 Days
CLM48097441,44435,95642,Denied,State out black less.,44472,POL71968618,37,<60 Days
CLM54888572,44180,24259,Denied,However language across team.,44251,POL72479103,71,<90 Days
CLM69640061,45244,97833,Approved,Bar good yourself whom might discuss on onto.,45262,POL74008524,18,<30 Days
CLM15693542,44636,88644,Pending,Show wrong local usually anyone expert.,44670,POL65532247,34,<60 Days
CLM12122818,44462,27832,Approved,Station early add over owner three drop.,44473,POL98989117,11,<30 Days
CLM20448269,45458,73358,Denied,Whom parent professor.,45475,POL46127836,17,<30 Days
CLM60877806,44453,60373,Denied,Information eat cost project region away.,44514,POL74225904,61,<90 Days
CLM16873263,44080,56923,Pending,Democrat will yard past quickly.,44148,POL90169809,68,<90 Days
CLM85768595,44311,72054,Denied,They lead discussion.,,POL62525398,0,Not Settled
CLM12893740,44664,71300,Pending,Often compare man two form civil.,,POL30499231,0,Not Settled
CLM78621498,45388,51607,Pending,Process positive never strategy rich new such.,,POL60275519,0,Not Settled
CLM09540703,44526,41828,Pending,Smile watch laugh.,44594,POL18186401,68,<90 Days
CLM37250688,44284,84365,Pending,Age Mrs material according news.,44299,POL75180219,15,<30 Days
CLM86256746,45158,71504,Approved,May drug lot pressure.,45191,POL18969442,33,<60 Days
CLM98321343,45174,75110,Denied,West subject challenge wind model magazine.,,POL91015458,0,Not Settled
CLM05407105,45033,99365,Approved,Relate right job community arm share technology.,45058,POL65820287,25,<30 Days
CLM86028129,44504,17545,Denied,Interest not garden yard century.,44568,POL76497051,64,<90 Days
CLM43883833,44998,69851,Pending,Chair his sea accept skill service local.,45077,POL42954389,79,<90 Days
CLM32244998,45101,99251,Pending,Discuss sometimes involve.,45141,POL30313207,40,<60 Days
CLM65865967,45599,42518,Pending,Popular option maybe recent reveal.,45619,POL83559583,20,<30 Days
CLM30312519,44820,62500,Denied,Issue reach study.,44859,POL30949010,39,<60 Days
CLM47529324,44048,71504,Pending,Turn catch several ten today two two.,,POL33443696,0,Not Settled
CLM38562679,45130,32004,Pending,Decide reason within want statement.,,POL65664761,0,Not Settled
CLM26015968,44715,43715,Approved,Modern parent maybe collection city.,44787,POL12056494,72,<90 Days
CLM10684433,44823,52595,Denied,Building though where rule.,,POL48692889,0,Not Settled
CLM13033819,44429,46522,Approved,Seven nearly wall eight.,,POL76937321,0,Not Settled
CLM40588624,44014,41084,Denied,Budget drop morning network responsibility firm story.,44098,POL38108331,84,<90 Days
CLM88252422,44915,82790,Approved,Alone back responsibility.,44935,POL55302444,20,<30 Days
CLM45394426,44200,3022,Approved,Deal data time seat.,44261,POL71765111,61,<90 Days
CLM55841426,44750,59258,Denied,Notice responsibility reflect.,44811,POL94782191,61,<90 Days
CLM47570090,44820,34485,Approved,Boy again movie body member.,,POL91787213,0,Not Settled
CLM51039776,45341,2689,Pending,Television view always hand large indicate than wonder.,,POL90687071,0,Not Settled
CLM16329077,44691,54181,Denied,During player certainly fight response high.,44720,POL79966692,29,<30 Days
CLM36701396,44752,14843,Pending,Full collection discuss boy traditional same bill.,44840,POL74617245,88,<90 Days
CLM63978724,45390,15950,Pending,Give every ability see.,45463,POL81367269,73,<90 Days
CLM89692522,45417,10716,Approved,Laugh nature environment establish.,45453,POL42638741,36,<60 Days
CLM61820272,45151,49476,Pending,East change carry to example understand always.,45238,POL89182008,87,<90 Days
CLM65853901,45608,35276,Denied,Adult often commercial him mean company feeling.,45630,POL97318899,22,<30 Days
CLM10591051,44986,66126,Denied,Feeling number former mouth news.,45022,POL49366333,36,<60 Days
CLM12863526,44690,93072,Pending,Individual high feel human his early.,44745,POL08689656,55,<60 Days
CLM93688572,45458,19877,Denied,Senior very speak.,45546,POL27597307,88,<90 Days
CLM43897993,43977,26423,Pending,Weight song student detail bring.,44037,POL98344452,60,<60 Days
CLM17039224,45378,31198,Denied,Half note certainly strategy.,,POL21436071,0,Not Settled
CLM10623007,44334,5375,Approved,New space everything body.,44351,POL84868487,17,<30 Days
CLM46772515,44559,66498,Pending,Able never usually several movie term chair.,44618,POL21670174,59,<60 Days
CLM42923761,45443,49705,Approved,Operation form ball everybody its matter.,45511,POL41401323,68,<90 Days
CLM77016177,45333,93377,Approved,Talk heavy beat agent bad.,,POL07640768,0,Not Settled
CLM87667026,44076,33798,Pending,Hope worry learn lose end term blood.,44148,POL59950728,72,<90 Days
CLM53818950,45164,18929,Pending,Record radio cut know despite camera finally point.,45202,POL44871604,38,<60 Days
CLM42883187,44173,66567,Pending,Our explain southern agreement.,44217,POL56665937,44,<60 Days
CLM18554435,44244,79919,Approved,Bank stage scene note.,,POL39946670,0,Not Settled
CLM45325230,44398,4495,Approved,Notice shoulder star body.,44460,POL53814466,62,<90 Days
CLM12131701,44925,87456,Pending,Author final affect soldier time college exist.,44962,POL20155433,37,<60 Days
CLM56570097,45380,56299,Pending,Scientist evidence ask visit recent help role large.,45394,POL12558722,14,<30 Days
CLM61688487,44414,34595,Denied,Structure but attention agreement inside.,44466,POL23193106,52,<60 Days
CLM51820723,43967,57190,Pending,Film cultural large among east.,,POL67550492,0,Not Settled
CLM65682842,45247,17027,Pending,Personal couple budget people medical.,,POL03710995,0,Not Settled
CLM10821564,45242,38811,Denied,Return might meet likely hit.,45278,POL34664875,36,<60 Days
CLM11700096,45581,68087,Denied,Fish year above can.,45595,POL38146133,14,<30 Days
CLM90135844,44159,30205,Approved,One health face consider story executive.,,POL79351007,0,Not Settled
CLM92262856,44557,91456,Pending,Democratic write meet yet state great.,44577,POL40049374,20,<30 Days
CLM44879801,44578,21641,Denied,As physical as sister director.,44591,POL12156543,13,<30 Days
CLM27537882,44723,62001,Approved,Turn dinner say argue.,44777,POL88774190,54,<60 Days
CLM98654634,45387,12405,Approved,Kind themselves method onto level green.,,POL15402724,0,Not Settled
CLM29309533,44212,14658,Approved,Fire turn value need.,,POL21300763,0,Not Settled
CLM40297641,44417,75733,Denied,Charge American process.,,POL95138693,0,Not Settled
CLM61295388,44444,60004,Denied,Room box single.,,POL58297595,0,Not Settled
CLM06314685,44016,11744,Approved,Goal book behavior.,44068,POL41920122,52,<60 Days
CLM59963348,43884,52231,Pending,Call should news cell specific pass statement.,43915,POL58297595,31,<60 Days
CLM82733355,45228,19586,Denied,Technology organization teach open property.,45310,POL32079740,82,<90 Days
CLM28651491,44129,37395,Pending,Yet whether treat difficult.,44200,POL87412754,71,<90 Days
CLM39214465,44086,79928,Approved,Have produce employee drive may imagine.,44129,POL75543657,43,<60 Days
CLM73768450,44976,80920,Approved,Get but as wind.,45004,POL34252252,28,<30 Days
CLM40964937,44161,86708,Denied,Customer gun nothing ready wish name half.,44176,POL22162508,15,<30 Days
CLM66908388,44560,40835,Approved,Eat home great center.,44648,POL96268536,88,<90 Days
CLM65157467,45404,18475,Pending,List politics industry which television especially animal.,45481,POL81138188,77,<90 Days
CLM93854848,44976,55496,Pending,Threat evidence expect school more.,45030,POL84960859,54,<60 Days
CLM64495427,44100,45920,Pending,Contain season here others stock relate act.,44183,POL77019254,83,<90 Days
CLM87712063,45091,3210,Approved,Billion mother become foreign type.,,POL31666008,0,Not Settled
CLM93104733,44781,50878,Approved,Pick pretty bit measure.,44818,POL77181254,37,<60 Days
CLM03837294,45384,43062,Denied,Rock feel room explain grow.,,POL53957372,0,Not Settled
CLM09120499,45212,54226,Denied,Sing enough upon rest late.,45258,POL71437971,46,<60 Days
CLM53945128,44031,85386,Approved,Strong support short research.,,POL45719981,0,Not Settled
CLM42744564,44223,23311,Approved,Share run article hot buy.,44313,POL93108727,90,<90 Days
CLM40254233,44290,48217,Pending,Race believe manage try that think statement.,44358,POL42993604,68,<90 Days
CLM91446431,45087,35481,Approved,Personal tell one choice why clear.,45118,POL73143221,31,<60 Days
CLM66915535,45010,99313,Approved,Contain though small plant provide.,,POL54130737,0,Not Settled
CLM92581987,45388,34735,Pending,Huge writer business method around.,45411,POL37350059,23,<30 Days
CLM04389295,45546,88847,Pending,Center table blue course improve prepare human.,45562,POL94885800,16,<30 Days
CLM86587619,45264,21997,Approved,Material grow record.,45298,POL64943722,34,<60 Days
CLM66342117,45410,99717,Pending,Build while while throughout industry.,45444,POL98908747,34,<60 Days
CLM46066784,44552,68461,Approved,Maintain remain leave baby sense center forget star.,44584,POL89077589,32,<60 Days
CLM45618099,45648,94674,Denied,Involve determine will peace.,45721,POL63888565,73,<90 Days
CLM86155229,45501,39837,Approved,Next charge always modern respond human check.,45551,POL54249410,50,<60 Days
CLM65552705,45048,57771,Approved,Now north street since.,45097,POL88358873,49,<60 Days
CLM09509828,44700,30031,Denied,Decade give list we arm without save operation.,44763,POL77763107,63,<90 Days
CLM73628419,44468,87270,Denied,Work marriage until item.,44503,POL22916343,35,<60 Days
CLM85775270,44182,36765,Denied,Parent conference material commercial.,44248,POL89758388,66,<90 Days
CLM37928217,43994,53522,Denied,Customer door large keep.,44023,POL82345838,29,<30 Days
CLM02915961,44308,3700,Pending,Culture activity know hour.,,POL65121827,0,Not Settled
CLM43321281,43944,38363,Approved,East choice society why send.,43999,POL70067654,55,<60 Days
CLM51289054,44131,67208,Approved,Though cut leader recently.,,POL48548690,0,Not Settled
CLM08402146,45245,51528,Pending,Account discover will nothing authority.,,POL99343551,0,Not Settled
CLM19257643,45555,20232,Approved,Mind president lay upon.,45576,POL20769779,21,<30 Days
CLM14091784,44401,44614,Pending,News well allow night.,,POL13303189,0,Not Settled
CLM32676442,44405,18136,Pending,Piece thousand summer general week another.,44419,POL71130458,14,<30 Days
CLM07061200,45501,1044,Approved,Include success west born theory.,45523,POL02002771,22,<30 Days
CLM77081414,44310,84253,Approved,Sea question by seat within to manage.,44322,POL08764986,12,<30 Days
CLM06346118,44869,17675,Denied,Make each hour situation.,44918,POL68048439,49,<60 Days
CLM02704457,45590,98527,Denied,Southern fire lawyer future glass popular meet.,45634,POL79257166,44,<60 Days
CLM74829550,44045,59480,Pending,Couple maybe collection fire rise include left central.,44121,POL05346323,76,<90 Days
CLM29022642,45287,29217,Pending,Travel ok team while.,45344,POL45017081,57,<60 Days
CLM34320760,44913,4118,Pending,Beyond tell four example daughter indicate.,44970,POL97638998,57,<60 Days
CLM39658151,43960,37503,Approved,Rise understand cup Democrat they.,,POL80301647,0,Not Settled
CLM42961977,44782,33383,Denied,Management quality little hotel resource yes.,44807,POL27691978,25,<30 Days
CLM96367025,44816,33313,Denied,Serious control while common.,44886,POL26862449,70,<90 Days
CLM52597918,44551,16833,Pending,Girl career tend five out month value.,44594,POL14632307,43,<60 Days
CLM95843853,44155,69993,Pending,American plan oil television among parent.,,POL37305327,0,Not Settled
CLM14496655,43853,2587,Pending,Behind political history story shoulder.,43915,POL48511316,62,<90 Days
CLM22922122,45313,38972,Denied,Have hope black growth trouble could.,45340,POL48214691,27,<30 Days
CLM33298957,45622,60830,Pending,Provide myself do begin.,45695,POL29207038,73,<90 Days
CLM94144052,44747,6893,Denied,Candidate travel include identify.,44757,POL50239325,10,<30 Days
CLM87445029,45161,32560,Approved,Eight western discover.,,POL77573735,0,Not Settled
CLM79457961,45394,61798,Pending,Type lose sense order fear find think.,45452,POL16340905,58,<60 Days
CLM78817166,45063,23384,Pending,Minute peace data wind watch together.,45106,POL66769688,43,<60 Days
CLM59896801,45460,34918,Pending,Kind entire one man American.,45505,POL00811165,45,<60 Days
CLM27225902,45018,74162,Approved,Yeah yard economy drive a black list.,,POL21102975,0,Not Settled
CLM16401047,45623,20191,Approved,Machine prove avoid relationship late seek several.,45708,POL09444948,85,<90 Days
CLM17507901,44279,94472,Denied,Physical old simple Mr.,44335,POL88925713,56,<60 Days
CLM13079393,45128,65131,Denied,Seek meeting trial simple form agree guess.,45159,POL02489128,31,<60 Days
CLM89255328,43903,44432,Pending,Cultural others total great like after.,43921,POL90115447,18,<30 Days
CLM16515367,44356,14521,Denied,Cell information success.,,POL13811589,0,Not Settled
CLM27629897,45546,94236,Pending,Although politics draw lead game.,,POL29059161,0,Not Settled
CLM17791764,45383,41143,Denied,Writer drug help economic protect pick necessary fill.,45457,POL91089424,74,<90 Days
CLM25789603,44897,55840,Pending,Plant quality free discover fine shake.,,POL32907592,0,Not Settled
CLM21447490,45262,71580,Approved,Computer evidence change safe.,,POL83969664,0,Not Settled
CLM32355334,43925,5639,Denied,Go choice sort machine mouth.,43962,POL83057308,37,<60 Days
CLM70542192,44284,40369,Denied,Entire leave need lawyer person none.,44337,POL69129432,53,<60 Days
CLM70240986,45611,48810,Pending,Wear fast each have.,,POL81196491,0,Not Settled
CLM69612017,45020,14682,Approved,Make standard religious keep.,45044,POL02976851,24,<30 Days
CLM01982432,45561,37168,Pending,Wait girl sense it maintain he time.,45598,POL91441410,37,<60 Days
CLM64375306,45239,8037,Denied,Finally hundred standard prevent point.,45329,POL22918011,90,<90 Days
CLM99060829,45568,41106,Approved,Themselves century section down difficult on.,,POL54191606,0,Not Settled
CLM20754219,45474,17959,Approved,Next vote car type.,,POL33326034,0,Not Settled
CLM64099698,45138,55978,Denied,Seem then nature.,45225,POL21410812,87,<90 Days
CLM01929433,44162,54584,Approved,Staff son purpose almost.,44232,POL11386721,70,<90 Days
CLM32431304,44649,36087,Pending,Small result painting exactly practice.,44690,POL04954474,41,<60 Days
CLM05450479,45570,80506,Denied,Term apply work case.,45634,POL01976477,64,<90 Days
CLM99760776,44369,19035,Pending,Fall use onto account remain.,,POL44326317,0,Not Settled
CLM02260539,43826,29256,Pending,Site leader fast manager.,43901,POL52952594,75,<90 Days
CLM29880819,44261,33263,Pending,Continue stand politics spring far.,44306,POL56127428,45,<60 Days
CLM94363512,44389,54370,Denied,For main identify significant how.,44435,POL67611471,46,<60 Days
CLM11188756,44032,32429,Pending,Nice against region candidate road.,44111,POL70866676,79,<90 Days
CLM52998987,43946,54469,Approved,Bit this each best analysis time.,,POL38913667,0,Not Settled
CLM55062900,44652,65044,Approved,Step get ground beautiful pick two answer.,44732,POL63414573,80,<90 Days
CLM92629323,44922,94713,Denied,Cause everyone leave spend style position.,44946,POL24185779,24,<30 Days
CLM35594459,45097,8402,Approved,How too less enough suggest name decade.,,POL58601836,0,Not Settled
CLM49121805,44716,27900,Pending,People better bad deep create near.,44767,POL64331306,51,<60 Days
CLM17431759,44395,21460,Approved,In property edge measure.,44415,POL87735228,20,<30 Days
CLM54523341,45141,99794,Approved,Ok then agree despite.,45201,POL21795687,60,<60 Days
CLM21081947,44162,53314,Denied,Seem him best sit which think.,,POL68888844,0,Not Settled
CLM01678812,45078,34247,Approved,Around top relationship later whom forget loss.,45166,POL71306650,88,<90 Days
CLM89016862,45434,10097,Approved,Approach east boy.,45487,POL64086319,53,<60 Days
CLM91413185,44892,47770,Denied,Size story amount data must.,44920,POL73019543,28,<30 Days
CLM99071484,45132,40364,Approved,Affect he professional rest forget also board whom.,,POL11303623,0,Not Settled
CLM39728168,44980,59555,Pending,Technology hand deep hear maintain room.,45027,POL03499634,47,<60 Days
CLM00308862,44768,29188,Denied,Through force avoid painting as.,44813,POL36441789,45,<60 Days
CLM48368889,45189,44744,Approved,Structure how local owner.,45218,POL20597369,29,<30 Days
CLM50591997,44040,43589,Approved,Full foreign begin weight.,44056,POL25139363,16,<30 Days
CLM65348213,44609,32587,Denied,Either piece ability last.,44640,POL43653022,31,<60 Days
CLM40294922,45238,91614,Approved,Through weight check space cause.,45283,POL94518815,45,<60 Days
CLM38137175,44978,53657,Approved,Prevent wide machine large century how.,45023,POL81605555,45,<60 Days
CLM29081349,45184,7306,Denied,View national in bank nor receive west force.,45259,POL85437892,75,<90 Days
CLM58481050,45058,25894,Pending,Forward top model for morning word wide political.,45119,POL89122177,61,<90 Days
CLM55475355,44983,75916,Pending,Enter in material from natural get.,45045,POL70257677,62,<90 Days
CLM74386490,44670,10623,Denied,Say space south field.,44757,POL28550299,87,<90 Days
CLM89702391,44591,14318,Denied,Where prove go away.,44672,POL58697691,81,<90 Days
CLM26710709,44291,6026,Approved,Explain such politics key management two.,44316,POL11657273,25,<30 Days
CLM17699515,45198,93792,Denied,Deal food officer accept product action.,,POL56971563,0,Not Settled
CLM43423885,45331,20062,Pending,Exactly sell score clearly a.,45372,POL98372511,41,<60 Days
CLM74078851,44899,60846,Approved,Walk tree increase million.,44981,POL00776305,82,<90 Days
CLM48642929,45151,42706,Denied,Memory perhaps bed speech while investment those.,45182,POL91395324,31,<60 Days
CLM89285443,44872,13829,Denied,Theory much senior industry.,44917,POL21300763,45,<60 Days
CLM85101646,45071,40007,Pending,Box trip bit term ever girl.,45140,POL58855449,69,<90 Days
CLM73526665,44108,56259,Approved,Cup star police clearly stage bring site.,,POL02410052,0,Not Settled
CLM32704908,44724,43131,Denied,Dinner yard beat present religious.,44804,POL67199375,80,<90 Days
CLM70221158,44585,35055,Approved,Write with easy research fast police.,44607,POL72715668,22,<30 Days
CLM76850767,45052,83835,Denied,Create deal class modern serve anything.,45068,POL85269593,16,<30 Days
CLM97120397,44404,94808,Denied,Protect middle professional surface figure.,,POL54944417,0,Not Settled
CLM74591375,45211,22779,Pending,Against meeting music likely science character.,45269,POL31916884,58,<60 Days
CLM34557140,45043,21630,Denied,Agent collection film continue budget.,,POL27396272,0,Not Settled
CLM58257521,45069,56374,Denied,Article across return field.,45107,POL14673138,38,<60 Days
CLM90733295,44749,75166,Denied,Cold dream back wide animal high fish pretty.,44762,POL89387677,13,<30 Days
CLM40133509,44859,95345,Denied,Popular often none he seek.,44885,POL47419656,26,<30 Days
CLM93701846,45057,98189,Denied,Question beyond it.,,POL53040094,0,Not Settled
CLM08800330,44385,92157,Denied,Source reduce yourself effect environment magazine suggest.,44472,POL03749104,87,<90 Days
CLM09633885,44680,14702,Approved,Boy live value town example article eight through.,44704,POL21488909,24,<30 Days
CLM72624134,44669,57551,Pending,Everyone sister deal what build easy sometimes.,44691,POL85518381,22,<30 Days
CLM92158134,44861,82363,Pending,Painting stand fly economy speak simply.,44887,POL10824295,26,<30 Days
CLM57488434,44468,52480,Approved,Artist fall cover five cut.,44487,POL12089823,19,<30 Days
CLM61712657,44420,93819,Pending,Plan really four reality no.,44451,POL38196708,31,<60 Days
CLM59988673,44063,58623,Denied,Idea raise image.,44078,POL29507667,15,<30 Days
