Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID,Discount Buckets,Risk Score Buckets
AGT18381996,Pending,35,15,POL32160258,<40%,Low Risk(<=25)
AGT79297482,Not Renewed,28,75,POL43895814,<40%,High Risk(<=75)
AGT97675443,Not Renewed,8,81,POL54989284,<20%,Very High Risk(75+)
AGT90631941,Pending,30,68,POL40441861,<40%,High Risk(<=75)
AGT11927227,Pending,1,33,POL96191000,<20%,Medium Risk(<=50)
AGT07144623,Pending,42,79,POL80015306,>40%,Very High Risk(75+)
AGT69615659,Renewed,47,27,POL52663647,>40%,Medium Risk(<=50)
AGT05596569,Renewed,7,22,POL58724717,<20%,Low Risk(<=25)
AGT47842394,Renewed,33,27,POL32907592,<40%,Medium Risk(<=50)
AGT40375101,Not Renewed,3,26,POL47630985,<20%,Medium Risk(<=50)
AGT00425604,Renewed,21,95,POL08632152,<40%,Very High Risk(75+)
AGT79079459,Not Renewed,49,66,POL48026137,>40%,High Risk(<=75)
AGT62539542,Pending,47,70,POL51395072,>40%,High Risk(<=75)
AGT47016827,Pending,28,13,POL43714068,<40%,Low Risk(<=25)
AGT67054944,Pending,20,32,POL32845970,<20%,Medium Risk(<=50)
AGT33962717,Pending,25,60,POL60891078,<40%,High Risk(<=75)
AGT27953081,Pending,14,41,POL59198090,<20%,Medium Risk(<=50)
AGT01927088,Not Renewed,15,52,POL73068892,<20%,High Risk(<=75)
AGT59183098,Renewed,21,99,POL19972510,<40%,Very High Risk(75+)
AGT30515929,Not Renewed,8,56,POL29760380,<20%,High Risk(<=75)
AGT91769085,Pending,4,66,POL97195462,<20%,High Risk(<=75)
AGT16379086,Not Renewed,40,78,POL21505451,<40%,Very High Risk(75+)
AGT87476088,Renewed,1,76,POL81100703,<20%,Very High Risk(75+)
AGT53154445,Not Renewed,24,19,POL55024911,<40%,Low Risk(<=25)
AGT25309194,Pending,25,19,POL71729242,<40%,Low Risk(<=25)
AGT73465282,Pending,48,49,POL92557558,>40%,Medium Risk(<=50)
AGT06837266,Not Renewed,15,4,POL12430121,<20%,Low Risk(<=25)
AGT02672093,Renewed,31,37,POL33988478,<40%,Medium Risk(<=50)
AGT87595520,Not Renewed,27,39,POL38773717,<40%,Medium Risk(<=50)
AGT06702972,Renewed,21,50,POL32826444,<40%,Medium Risk(<=50)
AGT43114199,Not Renewed,1,43,POL20662516,<20%,Medium Risk(<=50)
AGT06409662,Not Renewed,45,45,POL69805915,>40%,Medium Risk(<=50)
AGT64185205,Pending,49,17,POL59077724,>40%,Low Risk(<=25)
AGT57280534,Not Renewed,44,76,POL20473959,>40%,Very High Risk(75+)
AGT93997451,Pending,34,81,POL94998693,<40%,Very High Risk(75+)
AGT09197163,Pending,14,100,POL36713113,<20%,Very High Risk(75+)
AGT84201881,Pending,35,39,POL94633881,<40%,Medium Risk(<=50)
AGT02084375,Pending,46,27,POL88240464,>40%,Medium Risk(<=50)
AGT85712979,Not Renewed,27,62,POL86820277,<40%,High Risk(<=75)
AGT37973858,Not Renewed,9,36,POL82207194,<20%,Medium Risk(<=50)
AGT11570819,Pending,5,22,POL34073978,<20%,Low Risk(<=25)
AGT28295502,Renewed,18,21,POL53973271,<20%,Low Risk(<=25)
AGT15480916,Not Renewed,12,73,POL82675358,<20%,High Risk(<=75)
AGT91853395,Pending,42,12,POL14234564,>40%,Low Risk(<=25)
AGT58454917,Renewed,42,5,POL80475717,>40%,Low Risk(<=25)
AGT43149093,Not Renewed,19,52,POL99668251,<20%,High Risk(<=75)
AGT64379142,Not Renewed,29,9,POL97021693,<40%,Low Risk(<=25)
AGT34232106,Renewed,17,5,POL58472274,<20%,Low Risk(<=25)
AGT12684765,Not Renewed,48,10,POL81184325,>40%,Low Risk(<=25)
AGT12072575,Not Renewed,25,93,POL28472750,<40%,Very High Risk(75+)
AGT65972336,Not Renewed,14,75,POL66910170,<20%,High Risk(<=75)
AGT37629506,Not Renewed,37,33,POL08713900,<40%,Medium Risk(<=50)
AGT49997907,Not Renewed,3,38,POL56813468,<20%,Medium Risk(<=50)
AGT79629588,Renewed,47,23,POL26761597,>40%,Low Risk(<=25)
AGT37350228,Renewed,11,56,POL21795687,<20%,High Risk(<=75)
AGT92269982,Pending,47,86,POL60212438,>40%,Very High Risk(75+)
AGT24474884,Pending,2,93,POL70102364,<20%,Very High Risk(75+)
AGT50801899,Not Renewed,23,59,POL51084784,<40%,High Risk(<=75)
AGT88162005,Pending,9,18,POL52347881,<20%,Low Risk(<=25)
AGT04407665,Not Renewed,50,5,POL70265364,>40%,Low Risk(<=25)
AGT40728659,Not Renewed,18,32,POL97145074,<20%,Medium Risk(<=50)
AGT03911239,Pending,39,43,POL20405348,<40%,Medium Risk(<=50)
AGT17934055,Pending,2,74,POL64856204,<20%,High Risk(<=75)
AGT11430360,Renewed,25,43,POL93726857,<40%,Medium Risk(<=50)
AGT55460704,Not Renewed,28,52,POL46961879,<40%,High Risk(<=75)
AGT09027354,Pending,3,50,POL50614997,<20%,Medium Risk(<=50)
AGT81875092,Not Renewed,28,28,POL31588332,<40%,Medium Risk(<=50)
AGT26849994,Renewed,27,11,POL37435643,<40%,Low Risk(<=25)
AGT56229349,Renewed,29,95,POL20819230,<40%,Very High Risk(75+)
AGT93424788,Renewed,8,94,POL64080414,<20%,Very High Risk(75+)
AGT67587388,Not Renewed,12,23,POL83375511,<20%,Low Risk(<=25)
AGT83110794,Not Renewed,15,50,POL32168354,<20%,Medium Risk(<=50)
AGT74982597,Pending,14,83,POL89664710,<20%,Very High Risk(75+)
AGT25235171,Renewed,39,8,POL49882725,<40%,Low Risk(<=25)
AGT34694689,Renewed,4,16,POL87561435,<20%,Low Risk(<=25)
AGT57215047,Pending,12,84,POL09517154,<20%,Very High Risk(75+)
AGT10990342,Pending,41,65,POL67712226,>40%,High Risk(<=75)
AGT75537232,Renewed,10,70,POL47676177,<20%,High Risk(<=75)
AGT69293081,Renewed,5,33,POL04361929,<20%,Medium Risk(<=50)
AGT42476981,Renewed,42,64,POL47193771,>40%,High Risk(<=75)
AGT32717990,Not Renewed,13,34,POL64234033,<20%,Medium Risk(<=50)
AGT56522653,Renewed,40,23,POL59205415,<40%,Low Risk(<=25)
AGT73281140,Pending,32,72,POL24578512,<40%,High Risk(<=75)
AGT63238214,Renewed,1,18,POL73147278,<20%,Low Risk(<=25)
AGT12005843,Pending,48,100,POL85853728,>40%,Very High Risk(75+)
AGT58547332,Pending,38,63,POL22483819,<40%,High Risk(<=75)
AGT02116137,Renewed,16,3,POL66258798,<20%,Low Risk(<=25)
AGT74615124,Pending,33,40,POL18225955,<40%,Medium Risk(<=50)
AGT42942961,Pending,32,7,POL18186401,<40%,Low Risk(<=25)
AGT07520295,Renewed,31,89,POL04398649,<40%,Very High Risk(75+)
AGT82266683,Renewed,21,25,POL38710831,<40%,Low Risk(<=25)
AGT02728670,Not Renewed,5,100,POL66555161,<20%,Very High Risk(75+)
AGT60210040,Renewed,16,59,POL17347712,<20%,High Risk(<=75)
AGT21074796,Pending,3,51,POL02696657,<20%,High Risk(<=75)
AGT83115956,Renewed,47,53,POL17217470,>40%,High Risk(<=75)
AGT94391164,Not Renewed,49,65,POL33884251,>40%,High Risk(<=75)
AGT36495665,Pending,46,27,POL50060227,>40%,Medium Risk(<=50)
AGT16492505,Pending,18,94,POL00986980,<20%,Very High Risk(75+)
AGT80501815,Pending,24,36,POL30062684,<40%,Medium Risk(<=50)
AGT78997718,Pending,31,18,POL54650874,<40%,Low Risk(<=25)
AGT80248997,Not Renewed,23,15,POL27188629,<40%,Low Risk(<=25)
AGT49603522,Pending,39,28,POL59056408,<40%,Medium Risk(<=50)
AGT88026651,Pending,36,26,POL80156705,<40%,Medium Risk(<=50)
AGT76289770,Pending,27,85,POL21956809,<40%,Very High Risk(75+)
AGT44617605,Renewed,2,13,POL87577770,<20%,Low Risk(<=25)
AGT41559295,Pending,14,2,POL96066215,<20%,Low Risk(<=25)
AGT45292127,Renewed,37,99,POL96600998,<40%,Very High Risk(75+)
AGT32948313,Pending,5,83,POL32342170,<20%,Very High Risk(75+)
AGT78448192,Not Renewed,7,91,POL95930417,<20%,Very High Risk(75+)
AGT17497957,Pending,27,97,POL39625921,<40%,Very High Risk(75+)
AGT94663679,Renewed,47,34,POL02805938,>40%,Medium Risk(<=50)
AGT80381690,Pending,11,83,POL26826010,<20%,Very High Risk(75+)
AGT44132336,Renewed,41,77,POL62185307,>40%,Very High Risk(75+)
AGT08670184,Renewed,21,50,POL10285665,<40%,Medium Risk(<=50)
AGT93536805,Not Renewed,25,97,POL70059971,<40%,Very High Risk(75+)
AGT96791964,Renewed,14,63,POL76937321,<20%,High Risk(<=75)
AGT58553551,Renewed,50,11,POL70256578,>40%,Low Risk(<=25)
AGT55023546,Pending,5,45,POL10637039,<20%,Medium Risk(<=50)
AGT59491218,Pending,20,44,POL72400250,<20%,Medium Risk(<=50)
AGT27933776,Pending,35,31,POL91121585,<40%,Medium Risk(<=50)
AGT26215214,Not Renewed,42,57,POL88099393,>40%,High Risk(<=75)
AGT87914607,Not Renewed,42,34,POL77940500,>40%,Medium Risk(<=50)
AGT92545717,Pending,41,76,POL74355179,>40%,Very High Risk(75+)
AGT44439564,Renewed,40,84,POL72707891,<40%,Very High Risk(75+)
AGT21859105,Not Renewed,6,54,POL23156107,<20%,High Risk(<=75)
AGT05893149,Pending,6,96,POL14328771,<20%,Very High Risk(75+)
AGT12037649,Pending,43,50,POL11129837,>40%,Medium Risk(<=50)
AGT37633698,Pending,19,32,POL39940079,<20%,Medium Risk(<=50)
AGT89303203,Pending,7,16,POL73669093,<20%,Low Risk(<=25)
AGT00736847,Pending,0,9,POL57872259,No Discount,Low Risk(<=25)
AGT60276937,Pending,50,63,POL66994083,>40%,High Risk(<=75)
AGT05501978,Not Renewed,11,82,POL66983136,<20%,Very High Risk(75+)
AGT13982306,Pending,46,26,POL39397182,>40%,Medium Risk(<=50)
AGT43112403,Renewed,4,69,POL04896223,<20%,High Risk(<=75)
AGT95683604,Renewed,4,56,POL01387095,<20%,High Risk(<=75)
AGT82481068,Not Renewed,16,98,POL49595777,<20%,Very High Risk(75+)
AGT75325086,Not Renewed,36,2,POL68796597,<40%,Low Risk(<=25)
AGT59766175,Renewed,28,72,POL59607702,<40%,High Risk(<=75)
AGT03757010,Renewed,44,12,POL34270146,>40%,Low Risk(<=25)
AGT19399135,Not Renewed,44,99,POL98886602,>40%,Very High Risk(75+)
AGT76298388,Not Renewed,17,76,POL05660680,<20%,Very High Risk(75+)
AGT43604462,Not Renewed,15,36,POL37519472,<20%,Medium Risk(<=50)
AGT79016545,Pending,21,15,POL34042376,<40%,Low Risk(<=25)
AGT41640450,Pending,27,94,POL22477939,<40%,Very High Risk(75+)
AGT80745522,Not Renewed,35,91,POL23806678,<40%,Very High Risk(75+)
AGT22828216,Renewed,24,78,POL38577141,<40%,Very High Risk(75+)
AGT05501399,Not Renewed,36,22,POL69129432,<40%,Low Risk(<=25)
AGT35623325,Renewed,17,61,POL19466250,<20%,High Risk(<=75)
AGT93545117,Pending,25,50,POL10021590,<40%,Medium Risk(<=50)
AGT45420017,Not Renewed,43,79,POL10427229,>40%,Very High Risk(75+)
AGT09108318,Pending,34,11,POL51728504,<40%,Low Risk(<=25)
AGT26897196,Not Renewed,20,40,POL85593752,<20%,Medium Risk(<=50)
AGT94840377,Pending,9,13,POL23806593,<20%,Low Risk(<=25)
AGT16572101,Renewed,7,23,POL68960781,<20%,Low Risk(<=25)
AGT74996245,Renewed,25,46,POL67199375,<40%,Medium Risk(<=50)
AGT90519662,Pending,42,45,POL82513173,>40%,Medium Risk(<=50)
AGT88477703,Not Renewed,21,59,POL35101625,<40%,High Risk(<=75)
AGT20807921,Pending,18,78,POL47001205,<20%,Very High Risk(75+)
AGT21675621,Renewed,7,50,POL83094866,<20%,Medium Risk(<=50)
AGT40505708,Pending,35,33,POL59817686,<40%,Medium Risk(<=50)
AGT97689777,Pending,14,30,POL18326349,<20%,Medium Risk(<=50)
AGT06292392,Not Renewed,37,74,POL02785360,<40%,High Risk(<=75)
AGT31712078,Not Renewed,34,20,POL21548187,<40%,Low Risk(<=25)
AGT06087476,Pending,12,88,POL26368425,<20%,Very High Risk(75+)
AGT92646040,Not Renewed,31,64,POL04549501,<40%,High Risk(<=75)
AGT72386872,Not Renewed,38,80,POL04119250,<40%,Very High Risk(75+)
AGT79481924,Pending,45,30,POL13716373,>40%,Medium Risk(<=50)
AGT81052671,Renewed,29,1,POL30813545,<40%,Low Risk(<=25)
AGT84358284,Pending,22,69,POL42954389,<40%,High Risk(<=75)
AGT54143578,Renewed,2,35,POL12961927,<20%,Medium Risk(<=50)
AGT67266388,Renewed,26,46,POL41338647,<40%,Medium Risk(<=50)
AGT38670436,Renewed,29,96,POL73362780,<40%,Very High Risk(75+)
AGT97613828,Renewed,43,4,POL36474565,>40%,Low Risk(<=25)
AGT32299818,Renewed,21,84,POL30735842,<40%,Very High Risk(75+)
AGT87267150,Pending,27,68,POL22240017,<40%,High Risk(<=75)
AGT40237219,Pending,5,47,POL11162373,<20%,Medium Risk(<=50)
AGT86365115,Renewed,30,90,POL61781970,<40%,Very High Risk(75+)
AGT32746433,Not Renewed,33,72,POL05553908,<40%,High Risk(<=75)
AGT97780755,Pending,6,16,POL01337640,<20%,Low Risk(<=25)
AGT56576981,Renewed,28,72,POL88792514,<40%,High Risk(<=75)
AGT96688733,Renewed,28,7,POL77573735,<40%,Low Risk(<=25)
AGT00706573,Not Renewed,42,87,POL54374781,>40%,Very High Risk(75+)
AGT06005456,Renewed,21,100,POL42066874,<40%,Very High Risk(75+)
AGT55233909,Not Renewed,24,84,POL38363742,<40%,Very High Risk(75+)
AGT57559109,Pending,25,35,POL11698885,<40%,Medium Risk(<=50)
AGT35672403,Not Renewed,27,61,POL42164624,<40%,High Risk(<=75)
AGT82559211,Not Renewed,40,62,POL17867765,<40%,High Risk(<=75)
AGT03392049,Not Renewed,9,100,POL90492389,<20%,Very High Risk(75+)
AGT98130755,Pending,38,93,POL71220410,<40%,Very High Risk(75+)
AGT64943773,Pending,17,45,POL01236667,<20%,Medium Risk(<=50)
AGT69001186,Pending,41,2,POL98955756,>40%,Low Risk(<=25)
AGT51108801,Renewed,17,77,POL31185889,<20%,Very High Risk(75+)
AGT81943310,Renewed,47,31,POL45105560,>40%,Medium Risk(<=50)
AGT64584273,Pending,1,61,POL70483793,<20%,High Risk(<=75)
AGT54371171,Pending,1,45,POL13918846,<20%,Medium Risk(<=50)
AGT81456780,Renewed,17,68,POL06516392,<20%,High Risk(<=75)
AGT26056733,Not Renewed,30,74,POL92505335,<40%,High Risk(<=75)
AGT92728323,Renewed,3,41,POL16850731,<20%,Medium Risk(<=50)
AGT81288815,Renewed,22,93,POL01881823,<40%,Very High Risk(75+)
AGT45373629,Not Renewed,4,69,POL07226848,<20%,High Risk(<=75)
AGT44447134,Renewed,47,95,POL73997241,>40%,Very High Risk(75+)
AGT91505328,Pending,31,78,POL11103169,<40%,Very High Risk(75+)
AGT60125730,Not Renewed,11,98,POL13721219,<20%,Very High Risk(75+)
AGT53633337,Renewed,26,83,POL15857890,<40%,Very High Risk(75+)
AGT13868846,Renewed,50,60,POL75806090,>40%,High Risk(<=75)
AGT75568350,Not Renewed,47,30,POL54958915,>40%,Medium Risk(<=50)
AGT59216033,Pending,41,31,POL33112269,>40%,Medium Risk(<=50)
AGT31996519,Not Renewed,25,9,POL92974818,<40%,Low Risk(<=25)
AGT34577424,Not Renewed,32,15,POL67864663,<40%,Low Risk(<=25)
AGT16933390,Not Renewed,7,35,POL06550384,<20%,Medium Risk(<=50)
AGT91244607,Pending,2,92,POL71306650,<20%,Very High Risk(75+)
AGT33613761,Not Renewed,25,12,POL39334378,<40%,Low Risk(<=25)
AGT72747679,Renewed,10,76,POL74810323,<20%,Very High Risk(75+)
AGT59099119,Pending,11,15,POL77809174,<20%,Low Risk(<=25)
AGT74914377,Not Renewed,33,26,POL59691627,<40%,Medium Risk(<=50)
AGT86252592,Renewed,25,100,POL19466046,<40%,Very High Risk(75+)
AGT66402928,Not Renewed,23,92,POL22374212,<40%,Very High Risk(75+)
AGT78302421,Renewed,48,54,POL07060236,>40%,High Risk(<=75)
AGT36488238,Not Renewed,40,59,POL47441290,<40%,High Risk(<=75)
AGT62251873,Renewed,45,70,POL71842215,>40%,High Risk(<=75)
AGT58870680,Renewed,4,6,POL39911083,<20%,Low Risk(<=25)
AGT59328638,Not Renewed,27,49,POL14649492,<40%,Medium Risk(<=50)
AGT91338468,Pending,43,30,POL68070002,>40%,Medium Risk(<=50)
AGT47451115,Renewed,38,94,POL92754721,<40%,Very High Risk(75+)
AGT78908810,Not Renewed,37,29,POL46926974,<40%,Medium Risk(<=50)
AGT68654498,Not Renewed,44,3,POL27569348,>40%,Low Risk(<=25)
AGT46771711,Pending,2,10,POL46163995,<20%,Low Risk(<=25)
AGT84662391,Renewed,47,2,POL66937444,>40%,Low Risk(<=25)
AGT30372974,Renewed,36,26,POL76030997,<40%,Medium Risk(<=50)
AGT17022921,Renewed,12,26,POL60345020,<20%,Medium Risk(<=50)
AGT25857320,Not Renewed,7,55,POL65279232,<20%,High Risk(<=75)
AGT30112715,Pending,39,39,POL94641041,<40%,Medium Risk(<=50)
AGT15879825,Not Renewed,9,76,POL05594711,<20%,Very High Risk(75+)
AGT16005062,Not Renewed,12,45,POL59886107,<20%,Medium Risk(<=50)
AGT16283323,Not Renewed,15,22,POL44633851,<20%,Low Risk(<=25)
AGT91729314,Not Renewed,27,50,POL91089424,<40%,Medium Risk(<=50)
AGT02151471,Renewed,38,36,POL63789313,<40%,Medium Risk(<=50)
AGT37808734,Renewed,45,25,POL03937394,>40%,Low Risk(<=25)
AGT60657347,Pending,27,79,POL40919725,<40%,Very High Risk(75+)
AGT35656742,Renewed,48,83,POL12273521,>40%,Very High Risk(75+)
AGT19811599,Pending,1,92,POL55405368,<20%,Very High Risk(75+)
AGT52819414,Renewed,15,51,POL76990355,<20%,High Risk(<=75)
AGT61388405,Not Renewed,14,84,POL55126928,<20%,Very High Risk(75+)
AGT64232348,Not Renewed,19,7,POL33870479,<20%,Low Risk(<=25)
AGT10379807,Renewed,37,10,POL67506217,<40%,Low Risk(<=25)
AGT02476404,Pending,43,46,POL23901301,>40%,Medium Risk(<=50)
AGT06420209,Renewed,44,94,POL08197937,>40%,Very High Risk(75+)
AGT85751712,Pending,23,66,POL84222350,<40%,High Risk(<=75)
AGT58061031,Renewed,25,55,POL25301637,<40%,High Risk(<=75)
AGT02648298,Not Renewed,21,94,POL82345838,<40%,Very High Risk(75+)
AGT62635303,Pending,35,74,POL31362262,<40%,High Risk(<=75)
AGT62747886,Not Renewed,28,12,POL79392367,<40%,Low Risk(<=25)
AGT31916170,Pending,48,79,POL74198912,>40%,Very High Risk(75+)
AGT05966052,Not Renewed,1,61,POL10977821,<20%,High Risk(<=75)
AGT05912434,Renewed,24,59,POL97876617,<40%,High Risk(<=75)
AGT44431328,Not Renewed,37,61,POL22375772,<40%,High Risk(<=75)
AGT98447599,Renewed,11,67,POL31916884,<20%,High Risk(<=75)
AGT34538002,Renewed,46,84,POL24429033,>40%,Very High Risk(75+)
AGT81814264,Not Renewed,7,43,POL17342511,<20%,Medium Risk(<=50)
AGT26473808,Pending,5,10,POL28677105,<20%,Low Risk(<=25)
AGT59533863,Not Renewed,41,47,POL43732564,>40%,Medium Risk(<=50)
AGT85205073,Pending,43,29,POL28314464,>40%,Medium Risk(<=50)
AGT55757779,Pending,23,83,POL35204353,<40%,Very High Risk(75+)
AGT39041841,Renewed,11,98,POL89399063,<20%,Very High Risk(75+)
AGT29990814,Not Renewed,33,92,POL87120286,<40%,Very High Risk(75+)
AGT31154354,Not Renewed,3,12,POL88760778,<20%,Low Risk(<=25)
AGT93860226,Pending,32,52,POL38861643,<40%,High Risk(<=75)
AGT49379858,Renewed,24,2,POL65184917,<40%,Low Risk(<=25)
AGT66261229,Renewed,19,5,POL04610081,<20%,Low Risk(<=25)
AGT06371460,Pending,35,65,POL69425319,<40%,High Risk(<=75)
AGT43457015,Renewed,38,47,POL61904449,<40%,Medium Risk(<=50)
AGT87793012,Pending,40,56,POL08522082,<40%,High Risk(<=75)
AGT88131281,Pending,27,4,POL26393538,<40%,Low Risk(<=25)
AGT19656249,Renewed,7,36,POL06555482,<20%,Medium Risk(<=50)
AGT37277935,Renewed,22,72,POL51635359,<40%,High Risk(<=75)
AGT04603007,Pending,36,1,POL54944417,<40%,Low Risk(<=25)
AGT63825566,Pending,27,16,POL75180219,<40%,Low Risk(<=25)
AGT61583597,Renewed,29,30,POL47276552,<40%,Medium Risk(<=50)
AGT45464266,Not Renewed,11,9,POL86600900,<20%,Low Risk(<=25)
AGT21759723,Renewed,33,84,POL26378825,<40%,Very High Risk(75+)
AGT78086342,Pending,21,32,POL84891597,<40%,Medium Risk(<=50)
AGT28327877,Renewed,16,28,POL15359694,<20%,Medium Risk(<=50)
AGT68200787,Pending,40,87,POL30896226,<40%,Very High Risk(75+)
AGT40762647,Pending,49,88,POL16164633,>40%,Very High Risk(75+)
AGT30959451,Pending,15,90,POL98820628,<20%,Very High Risk(75+)
AGT75824962,Renewed,7,36,POL59124038,<20%,Medium Risk(<=50)
AGT05656511,Renewed,29,72,POL22790609,<40%,High Risk(<=75)
AGT56334213,Renewed,24,54,POL12164019,<40%,High Risk(<=75)
AGT85551395,Pending,32,7,POL23434715,<40%,Low Risk(<=25)
AGT14165582,Pending,37,1,POL52695927,<40%,Low Risk(<=25)
AGT65344188,Renewed,20,11,POL46053164,<20%,Low Risk(<=25)
AGT43421957,Not Renewed,1,5,POL88066577,<20%,Low Risk(<=25)
AGT88273518,Not Renewed,41,95,POL52513124,>40%,Very High Risk(75+)
AGT65833205,Not Renewed,43,54,POL40868193,>40%,High Risk(<=75)
AGT12674381,Renewed,48,72,POL03499905,>40%,High Risk(<=75)
AGT79816424,Renewed,28,3,POL04124548,<40%,Low Risk(<=25)
AGT84909387,Renewed,46,89,POL56626279,>40%,Very High Risk(75+)
AGT69337481,Renewed,28,92,POL39998865,<40%,Very High Risk(75+)
AGT63474684,Not Renewed,11,78,POL10684748,<20%,Very High Risk(75+)
AGT80429019,Pending,37,11,POL02457205,<40%,Low Risk(<=25)
AGT01981770,Not Renewed,14,49,POL02648001,<20%,Medium Risk(<=50)
AGT75736162,Renewed,26,42,POL55664607,<40%,Medium Risk(<=50)
AGT97739615,Pending,34,59,POL28148630,<40%,High Risk(<=75)
AGT96434627,Pending,25,16,POL09901587,<40%,Low Risk(<=25)
AGT54314190,Pending,13,88,POL36630030,<20%,Very High Risk(75+)
AGT68286252,Renewed,16,57,POL64256700,<20%,High Risk(<=75)
AGT58453092,Renewed,13,15,POL58122170,<20%,Low Risk(<=25)
AGT51826639,Pending,19,59,POL12256062,<20%,High Risk(<=75)
AGT64164459,Renewed,47,39,POL08155490,>40%,Medium Risk(<=50)
AGT30254491,Renewed,30,95,POL69073858,<40%,Very High Risk(75+)
AGT16125272,Pending,12,54,POL37924331,<20%,High Risk(<=75)
AGT08832748,Renewed,20,66,POL43127976,<20%,High Risk(<=75)
AGT85334709,Not Renewed,46,56,POL29336617,>40%,High Risk(<=75)
AGT41521056,Renewed,23,87,POL83145179,<40%,Very High Risk(75+)
AGT88219082,Renewed,36,42,POL75352154,<40%,Medium Risk(<=50)
AGT57701369,Pending,28,40,POL17421087,<40%,Medium Risk(<=50)
AGT61217081,Renewed,6,72,POL77086340,<20%,High Risk(<=75)
AGT45436816,Renewed,18,74,POL63778192,<20%,High Risk(<=75)
AGT98970807,Not Renewed,13,68,POL35541554,<20%,High Risk(<=75)
AGT53986465,Renewed,6,38,POL43027986,<20%,Medium Risk(<=50)
AGT98084318,Pending,22,92,POL92525583,<40%,Very High Risk(75+)
AGT82931233,Not Renewed,8,27,POL62259131,<20%,Medium Risk(<=50)
AGT52002950,Not Renewed,38,11,POL54226110,<40%,Low Risk(<=25)
AGT72613407,Pending,7,73,POL76710986,<20%,High Risk(<=75)
AGT99044948,Not Renewed,10,26,POL18290935,<20%,Medium Risk(<=50)
AGT39654470,Pending,5,93,POL05034207,<20%,Very High Risk(75+)
AGT69549664,Pending,49,79,POL81521713,>40%,Very High Risk(75+)
AGT44269883,Renewed,16,75,POL11435433,<20%,High Risk(<=75)
AGT32732651,Pending,38,63,POL70589278,<40%,High Risk(<=75)
AGT64150884,Not Renewed,22,46,POL23193106,<40%,Medium Risk(<=50)
AGT57725772,Renewed,21,20,POL96147285,<40%,Low Risk(<=25)
AGT75628110,Renewed,30,56,POL40212338,<40%,High Risk(<=75)
AGT99948373,Renewed,46,25,POL36802897,>40%,Low Risk(<=25)
AGT35407404,Renewed,7,20,POL45419104,<20%,Low Risk(<=25)
AGT41054197,Pending,41,59,POL98813677,>40%,High Risk(<=75)
AGT62348335,Not Renewed,20,19,POL40028433,<20%,Low Risk(<=25)
AGT53755121,Pending,6,19,POL59298156,<20%,Low Risk(<=25)
AGT37596299,Renewed,15,81,POL78634856,<20%,Very High Risk(75+)
AGT04299920,Not Renewed,15,56,POL32067182,<20%,High Risk(<=75)
AGT61732057,Pending,26,67,POL97015902,<40%,High Risk(<=75)
AGT11947668,Pending,26,37,POL01434989,<40%,Medium Risk(<=50)
AGT91210901,Not Renewed,4,95,POL02157251,<20%,Very High Risk(75+)
AGT61308127,Renewed,15,97,POL04717815,<20%,Very High Risk(75+)
AGT06973408,Renewed,7,81,POL00829050,<20%,Very High Risk(75+)
AGT07096555,Not Renewed,45,86,POL98604785,>40%,Very High Risk(75+)
AGT70963454,Renewed,0,18,POL88842514,No Discount,Low Risk(<=25)
AGT63428724,Pending,13,51,POL76182613,<20%,High Risk(<=75)
AGT05245704,Pending,1,65,POL86384869,<20%,High Risk(<=75)
AGT31079357,Renewed,1,45,POL84123482,<20%,Medium Risk(<=50)
AGT81437309,Not Renewed,19,56,POL23562501,<20%,High Risk(<=75)
AGT43711261,Renewed,16,4,POL48245779,<20%,Low Risk(<=25)
AGT86966383,Not Renewed,48,59,POL61900129,>40%,High Risk(<=75)
AGT14077432,Not Renewed,34,82,POL48633548,<40%,Very High Risk(75+)
AGT15131295,Pending,24,52,POL79940322,<40%,High Risk(<=75)
AGT00562459,Not Renewed,45,94,POL04511784,>40%,Very High Risk(75+)
AGT07411736,Pending,14,53,POL86724189,<20%,High Risk(<=75)
AGT96096224,Renewed,48,38,POL71033011,>40%,Medium Risk(<=50)
AGT82469905,Not Renewed,34,60,POL85605519,<40%,High Risk(<=75)
AGT38254927,Renewed,21,65,POL74831187,<40%,High Risk(<=75)
AGT09697566,Not Renewed,17,94,POL20532227,<20%,Very High Risk(75+)
AGT85882780,Pending,36,8,POL21319320,<40%,Low Risk(<=25)
AGT18072639,Renewed,32,79,POL75362203,<40%,Very High Risk(75+)
AGT34797163,Pending,44,90,POL16340905,>40%,Very High Risk(75+)
AGT55630833,Pending,0,31,POL78880767,No Discount,Medium Risk(<=50)
AGT22690008,Pending,24,25,POL36025605,<40%,Low Risk(<=25)
AGT92807477,Renewed,30,16,POL59624459,<40%,Low Risk(<=25)
AGT57481792,Renewed,34,66,POL67368474,<40%,High Risk(<=75)
AGT38391593,Not Renewed,27,4,POL73942223,<40%,Low Risk(<=25)
AGT74549109,Not Renewed,22,78,POL07805552,<40%,Very High Risk(75+)
AGT88013826,Pending,14,57,POL44809724,<20%,High Risk(<=75)
AGT38830499,Not Renewed,4,87,POL98234290,<20%,Very High Risk(75+)
AGT00573163,Not Renewed,2,14,POL95715427,<20%,Low Risk(<=25)
AGT12729141,Renewed,43,56,POL14765103,>40%,High Risk(<=75)
AGT20088574,Renewed,45,42,POL20442417,>40%,Medium Risk(<=50)
