Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY17531377,45033,1088,Cash,Failed,POL48412691
PAY22015900,45582,723.93,Credit Card,Failed,POL58185281
PAY18243015,45149,234.56,Cash,Successful,POL10264853
PAY75650015,44606,676.44,Cash,Failed,POL63230640
PAY05092526,45068,1173.58,Cash,Failed,POL53360521
PAY94529293,44832,1398.59,Cash,Failed,POL51145073
PAY71590700,45107,957.52,Cash,Failed,POL49583465
PAY48429953,44861,800.6,Cash,Successful,POL23603808
PAY24102898,44721,806.61,Cash,Failed,POL80450492
PAY90483900,45261,924.41,Bank Transfer,Successful,POL24582838
PAY30286836,45461,152.44,Bank Transfer,Failed,POL68700634
PAY87287089,44852,158.2,Credit Card,Failed,POL47434227
PAY23827026,45110,102.5,Cash,Successful,POL28936757
PAY50134425,44569,572.56,Credit Card,Failed,POL72517283
PAY54555735,44753,1236.71,Credit Card,Failed,POL67368474
PAY59707297,44585,1078.31,Credit Card,Failed,POL41959725
PAY64107704,44846,533.18,Bank Transfer,Failed,POL15877374
PAY22691202,44572,723.44,Bank Transfer,Successful,POL16364468
PAY09620950,45607,993.84,Credit Card,Successful,POL61757675
PAY13045433,44965,135.04,Cash,Successful,POL74477795
PAY64611661,45240,1463.3,Credit Card,Successful,POL94939056
PAY70516350,45188,683.8,Credit Card,Successful,POL88479195
PAY13736423,44573,1227.13,Bank Transfer,Failed,POL74324052
PAY56452684,45116,531.01,Bank Transfer,Successful,POL25608418
PAY12001207,45324,431.05,Bank Transfer,Failed,POL84035014
PAY88331018,45568,576.73,Bank Transfer,Failed,POL73582345
PAY16492924,45551,1238.81,Bank Transfer,Successful,POL30459208
PAY16217789,45194,441.33,Cash,Failed,POL29315631
PAY75801096,45202,195.02,Cash,Failed,POL12315723
PAY23550354,45097,466.37,Cash,Failed,POL06150370
PAY94358772,45003,355.78,Cash,Failed,POL39531025
PAY47827944,45233,435.75,Bank Transfer,Failed,POL89664710
PAY57916187,44711,286.08,Credit Card,Successful,POL81675097
PAY73664625,45372,694.38,Cash,Failed,POL92252183
PAY04094645,45009,450.7,Credit Card,Failed,POL46550237
PAY41093189,45369,462.24,Cash,Successful,POL56130497
PAY20017679,45514,1118.45,Credit Card,Successful,POL30804068
PAY26659615,44875,1204.23,Cash,Successful,POL00829050
PAY54166034,45195,1460.78,Bank Transfer,Successful,POL76701939
PAY45648549,44894,947.6,Bank Transfer,Failed,POL48026137
PAY30376230,44637,1140.09,Credit Card,Failed,POL32589913
PAY53488396,45101,457.97,Credit Card,Failed,POL69068296
PAY90198864,44977,247.48,Credit Card,Failed,POL09901587
PAY90544297,45515,1004.29,Cash,Successful,POL71689457
PAY71343433,45616,98.98,Cash,Successful,POL43112527
PAY12814717,45600,874.89,Bank Transfer,Successful,POL63375937
PAY40046171,45180,531.62,Cash,Successful,POL24211829
PAY27525989,45631,666.39,Cash,Failed,POL51395924
PAY89279099,45455,817.23,Credit Card,Successful,POL63051562
PAY98858307,45070,1262.97,Bank Transfer,Successful,POL15247636
PAY06088839,45190,1295.75,Credit Card,Successful,POL40926349
PAY68336906,45255,129.62,Bank Transfer,Successful,POL57894817
PAY07482536,45296,1218.71,Bank Transfer,Failed,POL40212338
PAY76125954,45510,131.86,Cash,Successful,POL68840569
PAY64935030,44884,598.4,Bank Transfer,Failed,POL64342111
PAY39335523,44561,463.7,Credit Card,Failed,POL38116452
PAY49171963,44872,797,Bank Transfer,Failed,POL96375176
PAY87287529,44605,1385.71,Credit Card,Failed,POL52327651
PAY19650385,45091,499.75,Bank Transfer,Successful,POL61900129
PAY74189876,44756,924.45,Bank Transfer,Failed,POL24708378
PAY57607065,45043,331.35,Cash,Failed,POL97021693
PAY15072207,45480,1430.48,Bank Transfer,Failed,POL94615763
PAY35646531,45243,99.16,Bank Transfer,Failed,POL87445905
PAY79014177,44957,1170.3,Bank Transfer,Failed,POL45105855
PAY90541327,44554,1277.32,Cash,Failed,POL59595706
PAY16271969,44865,1244.65,Cash,Successful,POL54437917
PAY15770113,45260,544.1,Cash,Successful,POL45455008
PAY17066582,45485,1111.02,Credit Card,Failed,POL15046507
PAY91302235,45618,898.29,Credit Card,Successful,POL77268137
PAY95004379,44848,878.43,Cash,Successful,POL14294149
PAY69561469,44840,1403.85,Cash,Successful,POL85853728
PAY71228916,45154,990.77,Cash,Successful,POL39807316
PAY70518692,44567,840.79,Bank Transfer,Successful,POL32368471
PAY16788372,45308,1335.44,Bank Transfer,Failed,POL00517693
PAY36277224,44606,541.15,Bank Transfer,Successful,POL64900151
PAY05504660,44651,340.97,Cash,Successful,POL08033487
PAY33863754,45487,601.14,Cash,Failed,POL47794870
PAY84437476,45103,1081.89,Bank Transfer,Successful,POL30621978
PAY86819434,45552,625.45,Credit Card,Successful,POL94564854
PAY55994374,45591,974.07,Bank Transfer,Successful,POL79306031
PAY99687432,44806,652.13,Cash,Successful,POL84662646
PAY76794792,45101,1183.66,Credit Card,Successful,POL12063534
PAY33505104,44737,1323.3,Bank Transfer,Failed,POL56891224
PAY27041188,44895,139.26,Cash,Failed,POL54521184
PAY41569807,44830,1127.62,Credit Card,Failed,POL20995447
PAY74836555,45367,717,Bank Transfer,Failed,POL09953966
PAY24602597,45438,118.85,Bank Transfer,Successful,POL62179381
PAY86518929,44668,1186.33,Bank Transfer,Successful,POL47419656
PAY43679914,45046,332.01,Cash,Failed,POL56127428
PAY76167482,44955,170.94,Cash,Failed,POL59607702
PAY06573615,45050,948.35,Cash,Failed,POL56063267
PAY34292910,45088,1389.71,Cash,Failed,POL89935970
PAY70052110,44990,1174.72,Credit Card,Successful,POL35164038
PAY84910388,45240,1114.6,Bank Transfer,Failed,POL71169830
PAY23715177,45151,1251.85,Credit Card,Successful,POL48790077
PAY38596388,44797,1279.78,Cash,Successful,POL63051562
PAY60885870,45397,1056.24,Bank Transfer,Failed,POL21231800
PAY57229918,44605,581.96,Cash,Successful,POL75720719
PAY70912861,45565,853.5,Credit Card,Failed,POL67383698
PAY89748481,45407,314.62,Credit Card,Failed,POL13756321
PAY34448237,45076,554.91,Bank Transfer,Failed,POL50892587
PAY70214589,45022,1321.52,Cash,Failed,POL68041288
PAY92705595,45547,627.95,Cash,Failed,POL27425814
PAY17532527,44982,1019.66,Credit Card,Successful,POL74756717
PAY71627582,45548,1080.92,Credit Card,Successful,POL96268176
PAY06107785,44742,1425.52,Bank Transfer,Failed,POL46471813
PAY80339845,45481,853.96,Bank Transfer,Successful,POL35206157
PAY37500391,44761,720.99,Credit Card,Failed,POL80674848
PAY17417662,45082,661.72,Bank Transfer,Failed,POL10635229
PAY58724587,45418,1068.93,Bank Transfer,Failed,POL36334787
PAY38199738,45432,329.12,Cash,Failed,POL71891068
PAY49439891,44712,1225.9,Cash,Successful,POL77983903
PAY45330678,44755,767.26,Cash,Failed,POL24753734
PAY29550347,44620,228.62,Bank Transfer,Failed,POL22613795
PAY31690011,44859,421.4,Bank Transfer,Successful,POL86347307
PAY66153736,45312,520.66,Bank Transfer,Successful,POL51999477
PAY56227234,44766,1292.73,Cash,Failed,POL88263060
PAY96419275,45377,874.26,Bank Transfer,Successful,POL68324145
PAY53864786,45257,1029.51,Bank Transfer,Failed,POL10423452
PAY36315044,44784,766.07,Credit Card,Failed,POL40028433
PAY88598994,44933,291.64,Credit Card,Failed,POL19053430
PAY51318676,45060,661.04,Bank Transfer,Successful,POL79993699
PAY54700652,45348,984.8,Cash,Successful,POL29024023
PAY06077372,45291,741.45,Credit Card,Successful,POL91532160
PAY52789735,44628,1369.6,Bank Transfer,Successful,POL97030178
PAY32819121,45344,903.75,Bank Transfer,Failed,POL66485877
PAY00815688,44953,1320.42,Bank Transfer,Failed,POL52791225
PAY26114606,45543,1111.49,Cash,Successful,POL46952826
PAY89628579,45400,1097.62,Cash,Successful,POL50807231
PAY66127225,45294,1292.12,Bank Transfer,Successful,POL92252183
PAY44999696,44825,616.74,Cash,Failed,POL80552860
PAY61489874,44638,977.56,Credit Card,Successful,POL32979560
PAY68056293,45212,619.73,Cash,Failed,POL31888448
PAY11812591,44939,1479.96,Credit Card,Successful,POL73788724
PAY39912568,45427,987.52,Cash,Failed,POL68286311
PAY96432320,45255,965.81,Credit Card,Successful,POL22702092
PAY23303664,44567,627.43,Credit Card,Successful,POL46194153
PAY76393179,45363,170.52,Credit Card,Failed,POL81188650
PAY25268597,45267,437.68,Credit Card,Failed,POL55243233
PAY25019328,45641,1264.99,Cash,Successful,POL11755321
PAY96741704,45622,122.38,Bank Transfer,Failed,POL27435543
PAY07105340,45397,820.11,Credit Card,Failed,POL27597307
PAY60355227,45563,535.9,Credit Card,Failed,POL25372382
PAY35918403,44805,824.76,Cash,Successful,POL68469433
PAY41812852,45494,128.99,Cash,Failed,POL74240303
PAY47505334,45227,616.02,Credit Card,Successful,POL60601098
PAY25298197,45308,1233.17,Cash,Failed,POL48533616
PAY82995010,45374,1226.25,Cash,Successful,POL04612795
PAY55358121,45208,613.37,Credit Card,Failed,POL66640089
PAY62566766,44625,445.43,Cash,Failed,POL23145476
PAY45323107,44665,584.83,Cash,Successful,POL97760999
PAY85584505,44755,1186.03,Bank Transfer,Failed,POL09137788
PAY92338802,45418,529.03,Cash,Failed,POL29655105
PAY68971091,44909,222.66,Cash,Failed,POL77573735
PAY76164455,45526,1460.54,Credit Card,Failed,POL39193067
PAY75276962,45142,1234.16,Bank Transfer,Failed,POL86890782
PAY05248934,45507,883.35,Bank Transfer,Failed,POL09607120
PAY92631985,45132,670.41,Bank Transfer,Successful,POL90750748
PAY19793448,44578,308.76,Bank Transfer,Failed,POL87558325
PAY20794386,44957,369.48,Credit Card,Failed,POL11723296
PAY89819513,44633,143.1,Bank Transfer,Failed,POL39487176
PAY81485622,45465,1105.77,Cash,Failed,POL04610081
PAY79267442,44951,63.89,Credit Card,Failed,POL23901301
PAY51135174,44787,84.13,Bank Transfer,Successful,POL39911083
PAY76880510,45634,611.72,Cash,Failed,POL88263060
PAY50971233,44844,1385.58,Bank Transfer,Failed,POL43714068
PAY34612786,44804,1338.82,Bank Transfer,Failed,POL43714068
PAY30259057,44816,197.83,Bank Transfer,Successful,POL09523049
PAY04380982,45445,1237.25,Bank Transfer,Failed,POL35831200
PAY66471423,45617,1434.6,Credit Card,Successful,POL30868799
PAY87769748,45178,744.86,Credit Card,Successful,POL11133444
PAY49311620,44702,1047.88,Credit Card,Successful,POL77410789
PAY22782365,44969,360.21,Bank Transfer,Failed,POL90223289
PAY72752260,45504,515.37,Bank Transfer,Failed,POL11133444
PAY37632772,44733,1493.07,Credit Card,Successful,POL69394395
PAY78863298,45588,401.75,Cash,Successful,POL80995541
PAY22528503,44997,1476.48,Credit Card,Successful,POL95524303
PAY11277119,44959,688.88,Credit Card,Successful,POL19466046
PAY98230368,45127,111.68,Cash,Failed,POL54361849
PAY32556795,45160,744.16,Cash,Failed,POL62759282
PAY36451706,45575,1174.4,Bank Transfer,Failed,POL55078458
PAY37009835,45232,386.31,Cash,Failed,POL21259654
PAY13990983,44912,689.42,Cash,Failed,POL55696704
PAY26072867,44744,946.95,Bank Transfer,Successful,POL78617883
PAY58217522,45567,206.28,Cash,Failed,POL39689030
PAY86558847,45376,1148.67,Cash,Failed,POL88991163
PAY60756280,45387,1431.96,Cash,Failed,POL64468653
PAY57388628,45593,801.27,Bank Transfer,Successful,POL74375234
PAY69271758,45435,1291.43,Credit Card,Failed,POL42847651
PAY05459659,44568,330.74,Bank Transfer,Successful,POL30351443
PAY34814343,45204,338.34,Cash,Failed,POL54662210
PAY53081050,44892,489.89,Cash,Failed,POL48016627
PAY26830591,44960,1222.77,Bank Transfer,Successful,POL75237627
PAY06913000,44951,1211.62,Cash,Failed,POL52977927
PAY82964615,44806,112.44,Bank Transfer,Successful,POL38779532
PAY60062857,44911,791.25,Cash,Failed,POL89729174
PAY26373495,45642,1361.37,Credit Card,Failed,POL44670716
PAY59388295,45252,1267.56,Bank Transfer,Successful,POL92681233
PAY56145350,44965,976.1,Cash,Successful,POL81100703
PAY53624706,45039,112.12,Bank Transfer,Failed,POL87125515
PAY61654695,45245,111.28,Bank Transfer,Failed,POL19959727
PAY83410753,44728,974.45,Credit Card,Successful,POL25712825
PAY76406621,45435,728.17,Cash,Failed,POL11950441
PAY18749870,45030,1043.27,Bank Transfer,Failed,POL83060919
PAY39455269,44619,1441.79,Credit Card,Failed,POL46015732
PAY45073203,44828,1059.3,Credit Card,Successful,POL62321649
PAY60494054,45390,1081.68,Cash,Failed,POL14879776
PAY61672410,44807,85.82,Credit Card,Successful,POL38398875
PAY10142336,44753,1427.77,Credit Card,Failed,POL96697698
PAY15590327,45598,418.96,Bank Transfer,Successful,POL34252252
PAY86091713,45220,376,Bank Transfer,Failed,POL46471813
PAY64238280,44617,1332.09,Credit Card,Successful,POL92889380
PAY07909506,45144,1396.76,Bank Transfer,Successful,POL43732564
PAY46243570,45101,390.83,Cash,Successful,POL35246702
PAY89128484,45002,336.6,Credit Card,Failed,POL64234033
PAY53092330,45284,1315.11,Cash,Successful,POL54078734
PAY31309583,45349,1493.72,Cash,Failed,POL11826796
PAY96709886,44650,75.77,Cash,Successful,POL21795687
PAY99694041,45069,471.07,Bank Transfer,Failed,POL39477201
PAY83194011,45479,1222.46,Bank Transfer,Successful,POL17568774
PAY20739239,44976,387.61,Cash,Failed,POL76074801
PAY33088286,45059,983.75,Cash,Successful,POL38108331
PAY78171614,44882,558.88,Credit Card,Failed,POL97141577
PAY32452390,44934,1099.08,Credit Card,Failed,POL55191578
PAY90123518,45569,388.4,Credit Card,Successful,POL61267923
PAY34592320,45306,314.65,Credit Card,Failed,POL38330072
PAY90853205,44968,1242.89,Bank Transfer,Failed,POL63483094
PAY04417717,44704,1323.52,Cash,Failed,POL43127976
PAY92938806,44916,981.46,Credit Card,Successful,POL22897699
PAY55510931,45481,176.9,Credit Card,Failed,POL48969594
PAY52392661,45190,684.59,Cash,Successful,POL50354765
PAY89101892,45398,1127.34,Credit Card,Failed,POL78507070
PAY54153316,44683,534.02,Cash,Failed,POL77625425
PAY67180043,44872,1095.07,Credit Card,Failed,POL63989865
PAY82843960,44830,1074.65,Credit Card,Successful,POL43894987
PAY64169694,44786,302.01,Bank Transfer,Successful,POL55809193
PAY63893002,44981,614.44,Bank Transfer,Failed,POL03258103
PAY33165745,44712,1355.2,Credit Card,Successful,POL58228510
PAY67167717,45529,825.07,Bank Transfer,Failed,POL27953445
PAY95981287,45613,1273.8,Cash,Successful,POL31482176
PAY14997357,45525,1375.47,Bank Transfer,Failed,POL77202133
PAY04516853,44806,823.16,Cash,Failed,POL74809100
PAY29970083,44825,1455.45,Credit Card,Failed,POL06372967
PAY14466110,45437,96.87,Credit Card,Successful,POL13962079
PAY73966225,44667,906.03,Cash,Failed,POL01860747
PAY45274393,45362,902.51,Cash,Successful,POL21319320
PAY97478997,44850,1248.42,Credit Card,Successful,POL87257642
PAY60365942,45333,1076.85,Bank Transfer,Failed,POL23175808
PAY77810060,44678,860.35,Cash,Successful,POL68942748
PAY37577237,44606,1374.16,Credit Card,Successful,POL12089823
PAY15756122,44645,1256.1,Credit Card,Failed,POL93327871
PAY35289214,44764,220.63,Credit Card,Failed,POL77471080
PAY54372691,45229,443.21,Bank Transfer,Successful,POL96779565
PAY11848047,44730,1110.12,Cash,Failed,POL05441250
PAY85353160,44558,957.07,Cash,Failed,POL12629332
PAY81303070,44574,858.88,Credit Card,Failed,POL63433584
PAY13802427,44559,133.39,Bank Transfer,Failed,POL20797511
PAY45062271,44862,130.73,Bank Transfer,Failed,POL37879847
PAY22913038,44948,268.51,Credit Card,Successful,POL93878741
PAY37770199,45116,695.44,Bank Transfer,Successful,POL73721889
PAY82762424,45309,682.08,Credit Card,Successful,POL90938074
PAY24784492,44726,456.32,Cash,Successful,POL36630030
PAY60613744,44557,871.09,Credit Card,Successful,POL06150370
PAY39991501,45083,845.71,Cash,Successful,POL76204779
PAY74075072,44700,498.32,Credit Card,Failed,POL56805499
PAY47638740,44567,505.95,Bank Transfer,Successful,POL59942075
PAY04101515,44722,932.56,Credit Card,Failed,POL30499231
PAY00381175,45514,571.89,Cash,Failed,POL15757383
PAY61525287,44794,744.49,Cash,Successful,POL34491800
PAY41636985,44648,605.91,Credit Card,Successful,POL63077601
PAY41297012,45411,1137.43,Bank Transfer,Successful,POL27425814
PAY53852020,45211,249.85,Cash,Failed,POL36595013
PAY37300700,45533,579.68,Bank Transfer,Successful,POL94633881
PAY35368522,44946,318.25,Bank Transfer,Successful,POL83165381
PAY20253024,44729,601.87,Credit Card,Successful,POL55949918
PAY95080818,45447,669.07,Credit Card,Successful,POL97456279
PAY80192208,45041,420.06,Cash,Failed,POL78314103
PAY62096990,45251,542.52,Credit Card,Successful,POL28550299
PAY95688583,44738,714.18,Cash,Successful,POL26862449
PAY04722157,45625,704.28,Bank Transfer,Failed,POL58046238
PAY62957715,45200,300.29,Credit Card,Failed,POL33850550
PAY40373018,45514,221.86,Credit Card,Failed,POL16109896
PAY15005171,45603,910.61,Cash,Successful,POL61913458
PAY30135019,44900,1167.39,Cash,Failed,POL80129143
PAY38009526,44999,1495.54,Credit Card,Successful,POL70014788
PAY89529048,44949,1168.99,Cash,Successful,POL87573741
PAY36799278,44603,439.17,Credit Card,Failed,POL49437324
PAY57130479,44669,1482.91,Bank Transfer,Failed,POL00118999
PAY64301118,45319,868.5,Cash,Successful,POL42443004
PAY25103914,44940,767.23,Credit Card,Failed,POL46013781
PAY55993513,45558,878.82,Cash,Successful,POL12925982
PAY05672472,45532,1184.02,Bank Transfer,Successful,POL82615987
PAY16893151,45424,1225.09,Bank Transfer,Failed,POL55324239
PAY33266471,44711,161.49,Bank Transfer,Failed,POL37628555
PAY76652197,45525,400.37,Credit Card,Failed,POL21189445
PAY92746010,45036,835.62,Bank Transfer,Failed,POL08033487
PAY47918748,44710,691.16,Bank Transfer,Successful,POL43888562
PAY60995270,45426,722.45,Credit Card,Failed,POL41034337
PAY93176396,45213,1475.43,Bank Transfer,Failed,POL76080858
PAY22799942,45373,944.26,Cash,Failed,POL64197228
PAY22749512,45235,221.66,Bank Transfer,Successful,POL66935971
PAY58140794,44746,1476.87,Bank Transfer,Successful,POL48638488
PAY43586561,45023,410.66,Cash,Successful,POL71025279
PAY40902205,45071,1186.72,Credit Card,Failed,POL81043217
PAY78661547,44881,957.16,Cash,Successful,POL84891597
PAY11806794,45148,1313.03,Bank Transfer,Successful,POL88877150
PAY59568741,44890,1392.26,Credit Card,Failed,POL10547334
PAY11771464,45046,808.86,Cash,Failed,POL96262921
PAY07491451,44839,163.49,Bank Transfer,Successful,POL11199753
PAY53325850,44674,477.81,Bank Transfer,Failed,POL99892267
PAY32107940,45439,998.78,Cash,Successful,POL47755970
PAY98225981,44617,633.12,Cash,Successful,POL44633851
PAY84080521,45631,503.87,Bank Transfer,Failed,POL68941545
PAY19207340,45141,800.5,Credit Card,Failed,POL02880116
PAY42984860,45642,359.05,Bank Transfer,Successful,POL51974701
PAY50451222,44898,541.83,Cash,Successful,POL78634856
PAY37038723,44890,389.61,Cash,Successful,POL07046709
PAY41879291,45339,412.96,Cash,Successful,POL83860935
PAY93675996,45266,664.51,Cash,Successful,POL16642790
PAY77915949,45492,192.49,Cash,Failed,POL47162094
PAY93286399,45153,751.26,Bank Transfer,Successful,POL56373098
PAY63848754,45555,811.58,Cash,Failed,POL21617511
PAY90866144,45199,345.74,Credit Card,Successful,POL46352702
PAY07427660,45485,222.68,Bank Transfer,Successful,POL89472328
PAY92389859,44704,125.74,Credit Card,Successful,POL41941398
PAY98080011,45590,358.82,Credit Card,Failed,POL93758442
PAY88090023,44919,597.36,Bank Transfer,Failed,POL74375234
PAY73379156,45140,340.72,Credit Card,Failed,POL11162574
PAY93582936,44752,309.13,Cash,Failed,POL45259795
PAY55160228,44985,418.18,Credit Card,Successful,POL42505976
PAY29185079,44954,1003.56,Cash,Failed,POL27435543
PAY35187737,45275,309.73,Cash,Successful,POL20839843
PAY37642916,45175,1208.75,Credit Card,Failed,POL31588332
PAY15760378,45061,431.09,Credit Card,Failed,POL31299981
PAY17639875,44769,574.45,Cash,Successful,POL92952758
PAY33560187,45273,182.38,Bank Transfer,Failed,POL05204154
PAY90389594,44681,1101.88,Bank Transfer,Successful,POL05429840
PAY37366011,45081,71.71,Cash,Failed,POL05706478
PAY39004522,45203,991.55,Cash,Successful,POL22111965
PAY49336543,44562,639.84,Credit Card,Successful,POL56612277
PAY11157187,45536,1214.62,Credit Card,Successful,POL96087184
PAY96108220,45606,668.49,Cash,Successful,POL80560091
PAY03950271,44651,923.7,Credit Card,Successful,POL10223827
PAY03215929,44767,612.84,Credit Card,Failed,POL14708909
PAY86985228,45245,231.56,Bank Transfer,Successful,POL89472328
PAY69417563,44684,1358.97,Cash,Failed,POL84222350
PAY03479257,45646,108.07,Credit Card,Failed,POL11989725
PAY93013890,44910,1232.46,Cash,Successful,POL25998313
PAY26438889,45171,1130.22,Credit Card,Successful,POL85749437
PAY15489126,45355,1082.89,Bank Transfer,Successful,POL74756717
PAY52669003,45514,1341.45,Credit Card,Successful,POL06598618
PAY38130961,45329,879.3,Credit Card,Failed,POL40877445
PAY27844588,45460,575.12,Bank Transfer,Failed,POL59950728
PAY92065969,45163,333.16,Bank Transfer,Failed,POL51728504
PAY41286604,45512,1189.2,Bank Transfer,Failed,POL50447483
PAY56772509,45108,1335.71,Bank Transfer,Failed,POL81184325
PAY60723527,44745,1046.14,Cash,Failed,POL46961879
PAY60994426,44949,399.35,Bank Transfer,Successful,POL15359444
PAY27827042,44724,754.79,Credit Card,Failed,POL23565642
PAY85779823,44990,731.36,Credit Card,Successful,POL98798352
PAY21782661,45398,1219.62,Cash,Successful,POL70823691
PAY66846553,45095,626.21,Bank Transfer,Failed,POL08111147
PAY32677598,44726,725.89,Bank Transfer,Successful,POL12333540
PAY42496484,45347,179.75,Credit Card,Failed,POL35727736
PAY93110604,44604,204.49,Cash,Failed,POL72311298
PAY15200399,44665,657.81,Bank Transfer,Failed,POL59779212
PAY61654063,44607,104.58,Cash,Failed,POL80647168
PAY67218894,45292,553.23,Credit Card,Successful,POL84679651
PAY74476106,45447,532.08,Cash,Successful,POL43339997
PAY93831155,45372,952.12,Bank Transfer,Failed,POL00096946
PAY77349598,45305,1365.44,Credit Card,Failed,POL36714919
PAY88738738,45188,1399.86,Bank Transfer,Failed,POL33443696
PAY49315154,45587,1235.64,Credit Card,Failed,POL27460532
PAY29131576,45417,590.69,Credit Card,Failed,POL80333003
PAY84413511,45507,114.72,Credit Card,Successful,POL27929198
PAY57668738,45647,1166.87,Cash,Successful,POL08392852
PAY46176587,44929,99.92,Bank Transfer,Failed,POL83014329
PAY17782192,45420,1275.16,Cash,Successful,POL68947456
PAY08533328,45376,1032.07,Cash,Failed,POL93562061
PAY47131121,44984,476.8,Cash,Failed,POL42317567
PAY47823870,45240,221.44,Bank Transfer,Successful,POL20270146
PAY38576227,45110,1036.36,Credit Card,Successful,POL70411495
PAY03106312,45235,794.31,Bank Transfer,Failed,POL42862009
PAY31674020,45278,196.09,Credit Card,Successful,POL45440962
PAY73975462,44796,296.03,Bank Transfer,Successful,POL73676395
PAY25993714,44740,355.82,Bank Transfer,Failed,POL85269593
PAY14371769,44582,1432.63,Bank Transfer,Failed,POL46770635
PAY51719845,44804,306.52,Bank Transfer,Failed,POL87664346
PAY67636906,44826,775.24,Bank Transfer,Failed,POL89180223
PAY19593996,45448,346.61,Cash,Failed,POL12714870
PAY39174486,44791,64.45,Credit Card,Successful,POL47676177
PAY22187774,45104,1000.09,Cash,Successful,POL40579539
PAY21601134,45134,1376.41,Bank Transfer,Successful,POL44326317
PAY17150289,44893,247.38,Bank Transfer,Failed,POL07269775
PAY72558048,44908,1496.5,Bank Transfer,Failed,POL70014788
PAY79511232,44662,1043.57,Credit Card,Successful,POL14844757
PAY05717594,45234,686.16,Cash,Failed,POL40780635
PAY77055465,44961,100.82,Credit Card,Failed,POL32822609
PAY45310260,45416,473.82,Bank Transfer,Failed,POL14879776
PAY65222508,45583,1483.81,Credit Card,Failed,POL73942223
PAY56634932,44780,860.67,Bank Transfer,Successful,POL55190286
PAY78481956,45407,1326.73,Credit Card,Failed,POL07078939
PAY55708914,45147,1103.56,Bank Transfer,Failed,POL05606987
PAY34035844,45055,433.76,Bank Transfer,Successful,POL75380530
PAY24664680,45491,1481.19,Cash,Successful,POL91428444
PAY37083418,44849,1406.34,Credit Card,Successful,POL21502603
PAY98165849,45291,535.36,Bank Transfer,Successful,POL89180514
PAY64236161,44600,737.29,Bank Transfer,Successful,POL42381985
PAY47935196,44803,880.65,Credit Card,Failed,POL47741439
PAY10638988,44966,288.82,Credit Card,Failed,POL68080704
PAY08562097,45006,838.32,Cash,Successful,POL97395232
PAY26778364,45236,950.81,Credit Card,Failed,POL32850811
PAY59512937,45485,1417.81,Bank Transfer,Successful,POL12428570
PAY70230181,45453,846.15,Bank Transfer,Successful,POL71988877
PAY16449487,44868,962.51,Credit Card,Successful,POL85498031
PAY95281255,45316,612.49,Bank Transfer,Successful,POL12299324
PAY68269238,44768,610.15,Credit Card,Failed,POL23066229
PAY27481520,45202,607.29,Bank Transfer,Successful,POL53425545
PAY94250802,45315,1016.42,Bank Transfer,Failed,POL95823449
PAY14760940,45569,1359.76,Bank Transfer,Successful,POL53518274
PAY66055330,45468,174.46,Credit Card,Successful,POL57053022
PAY12088674,44624,256.95,Cash,Failed,POL19136648
PAY73861964,44637,1293.58,Bank Transfer,Successful,POL53578236
PAY42071106,45275,718.79,Cash,Successful,POL83125745
PAY10345864,44970,665.44,Cash,Successful,POL87238187
PAY85522003,45248,1470.21,Cash,Failed,POL12536451
PAY57030664,44579,60.15,Cash,Successful,POL31410779
PAY31553554,44809,590.11,Cash,Successful,POL92491659
PAY70449452,45612,1419.63,Cash,Successful,POL96760097
PAY41714941,44828,419.04,Cash,Successful,POL55949918
PAY35806997,45225,793.6,Bank Transfer,Successful,POL07078939
PAY34090138,44972,310.79,Cash,Successful,POL79694527
PAY13985223,44808,967.21,Bank Transfer,Failed,POL54824622
PAY63452430,44698,654.61,Bank Transfer,Failed,POL97266170
PAY14524314,45313,961.48,Credit Card,Successful,POL40579539
PAY96288482,45304,1072.99,Bank Transfer,Failed,POL75052846
PAY78038860,44818,711.63,Credit Card,Failed,POL26967918
PAY79917124,44683,993.29,Cash,Successful,POL19986234
PAY91587270,45423,630.04,Credit Card,Failed,POL86085378
PAY74917706,45217,147.97,Cash,Failed,POL14294149
PAY21648652,45149,600.11,Credit Card,Successful,POL38619975
PAY09049138,45349,1005.12,Credit Card,Failed,POL81378407
PAY32327669,45206,256.27,Credit Card,Failed,POL22369979
PAY38659888,44867,375.51,Cash,Failed,POL19911528
PAY01991184,44691,1474.22,Cash,Successful,POL27435543
PAY64187027,44957,565.61,Cash,Successful,POL81591533
PAY95869155,44992,1049.13,Cash,Successful,POL39231633
PAY14419385,45405,309.41,Bank Transfer,Failed,POL77104949
PAY31047061,44930,1130.37,Cash,Successful,POL84091621
PAY41556390,45064,538.5,Bank Transfer,Successful,POL90584478
PAY71721952,45081,483.39,Bank Transfer,Failed,POL27860857
PAY34101346,45494,251.54,Cash,Successful,POL75543657
PAY26014351,44739,938.48,Bank Transfer,Successful,POL53957372
PAY25268649,45319,440.3,Credit Card,Failed,POL01957491
PAY22739575,44736,266.45,Credit Card,Successful,POL21075384
PAY38858102,45333,73.28,Bank Transfer,Failed,POL01957491
PAY82463684,45406,983.28,Cash,Successful,POL05422944
PAY10206100,45487,126.09,Credit Card,Failed,POL62266023
PAY90298528,45435,1300.7,Bank Transfer,Successful,POL40483314
PAY52036226,45003,841.89,Credit Card,Failed,POL44219481
